Environment,h2_raw,h2_raw_manage_type_1,h2_raw_manage_type_2,h2_raw_manage_type_3,h2_adj,h2_adj_manage_type_1,h2_adj_manage_type_2,h2_adj_manage_type_3
BEL_2018_1,0.629419960939257,0.629419960939257,,,0.67536419348274,0.67536419348274,,
BEL_2019_1,0.58693321759223,0.58693321759223,,,0.614697194334848,0.614697194334848,,
BEL_2020_1,0.520300660261956,0.520300660261956,,,0.551653309123138,0.551653309123138,,
BEL_2021_1,0.552757617616168,0.552757617616168,,,0.566777531503119,0.566777531503119,,
BEL_2021_2,0.418726414744248,,0.418726414744248,,0.453511883954645,,0.453511883954645,
BEL_2022_1,0.506966493575468,0.506966493575468,,,0.515589330582684,0.515589330582684,,
BEL_2022_2,0.499730455405106,,0.499730455405106,,0.478731522245762,,0.478731522245762,
BEL_2023_1,0.438228172783299,,,,0.463857044632848,,,
BEL_2023_2,0.51491880770677,,0.51491880770677,,0.641127582609634,,0.641127582609634,
CHE_2018_1,0.629640714011038,0.629640714011038,,,0.645423255112922,0.645423255112922,,
CHE_2018_BUFFER,0.466659068720803,,,,0.508137031297796,,,
CHE_2019_1,0.506016356663546,0.506016356663546,,,0.521456181048997,0.521456181048997,,
CHE_2019_BUFFER,0.954742794678869,,,,0.890479662272944,,,
CHE_2020_1,0.577014255559026,0.577014255559026,,,0.610832642476511,0.610832642476511,,
CHE_2020_2,0.62691830606818,,0.62691830606818,,0.622692451906416,,0.622692451906416,
CHE_2021_1,0.642384421587291,0.642384421587291,,,0.66532808517855,0.66532808517855,,
CHE_2021_2,0.536498911066161,,0.536498911066161,,0.551820653323182,,0.551820653323182,
CHE_2021_BUFFER,0.782160691830536,,,,0.73266871490506,,,
CHE_2022_1,0.641751156436584,0.641751156436584,,,0.682703254667061,0.682703254667061,,
CHE_2022_2,0.577659362492283,,0.577659362492283,,0.586107981791225,,0.586107981791225,
CHE_2023_1,0.569932161950986,0.569932161950986,,,0.61978000257314,0.61978000257314,,
CHE_2023_2,0.501418646678163,,0.501418646678163,,0.519151699293879,,0.519151699293879,
ESP_2018_1,0.723389599329688,0.723389599329688,,,0.769743408633752,0.769743408633752,,
ESP_2019_1,0.662526426319208,0.662526426319208,,,0.689521534052031,0.689521534052031,,
ESP_2020_1,0.605655849018547,0.605655849018547,,,0.642918544935618,0.642918544935618,,
ESP_2021_1,0.513804914716699,0.513804914716699,,,0.541326073218358,0.541326073218358,,
ESP_2022_1,0.685751839093537,0.685751839093537,,,0.696654762383581,0.696654762383581,,
ESP_2022_2,0.607028161456554,,0.607028161456554,,0.625983035231576,,0.625983035231576,
FRA_2018_1,0.711148474084497,0.711148474084497,,,0.755803829672785,0.755803829672785,,
FRA_2019_1,0.769815998002602,0.769815998002602,,,0.793691001623833,0.793691001623833,,
FRA_2020_1,0.712296736854652,0.712296736854652,,,0.745135743650085,0.745135743650085,,
FRA_2021_1,0.623295246163447,0.623295246163447,,,0.671460100563792,0.671460100563792,,
FRA_2021_2,0.619595819939629,,0.619595819939629,,0.722149156699669,,0.722149156699669,
FRA_2022_1,0.716215473937091,0.716215473937091,,,0.751627605438317,0.751627605438317,,
FRA_2022_2,0.611676835504236,,0.611676835504236,,0.705533844306867,,0.705533844306867,
ITA_2018_1,0.683012155810263,0.683012155810263,,,0.691648910353823,0.691648910353823,,
ITA_2019_1,0.661295811311133,0.661295811311133,,,0.691614055355272,0.691614055355272,,
ITA_2019_3,0.542008415418914,,,0.542008415418914,0.572904847426781,,,0.542008415418914
ITA_2020_1,0.614942930026802,0.614942930026802,,,0.636659906749584,0.636659906749584,,
ITA_2020_3,0.69334971929056,,,0.69334971929056,0.799642417316206,,,0.69334971929056
ITA_2021_1,0.577671508789344,0.577671508789344,,,0.593944156183379,0.593944156183379,,
ITA_2021_3,0.577007872802416,,,0.577007872802416,0.650856762955282,,,0.577007872802416
ITA_2022_1,0.605065140488111,0.605065140488111,,,0.62672355038009,0.62672355038009,,
ITA_2022_3,0.689068987693981,,,0.689068987693981,0.708204377884175,,,0.689068987693981
ITA_2023_1,0.629209906063228,0.629209906063228,,,0.636325848219882,0.636325848219882,,
ITA_2023_3,0.531312705836448,,,0.531312705836448,0.527465761225781,,,0.531312705836448
POL_2018_1,0.632368833492425,0.632368833492425,,,0.642763300893235,0.642763300893235,,
POL_2020_1,0.594099181877782,0.594099181877782,,,0.60488058829816,0.60488058829816,,
POL_2020_3,0.520806443035783,,,0.520806443035783,0.540428799058916,,,0.520806443035783
POL_2021_1,0.421330309809585,,,,0.423130469570511,,,
POL_2021_3,0.480929229742782,,,0.480929229742782,0.510519437271851,,,0.480929229742782
POL_2022_3,0.454246416427605,,,0.454246416427605,0.962964450360066,,,0.454246416427605
POL_2023_3,0.447471268645906,,,0.447471268645906,0.478156267595513,,,0.447471268645906
BEL_2021_BUFFER,,,,,0.890389996199579,,,
POL_2019_3,,,,,0.999947233819379,,,
FRA_2023_2,,,,,,,0.41881561607084,
