Genotype,Envir,Management,Row,Position,Fruit_number,R,P,Fruit_number_spats_residuals,Fruit_number_spats_geno_pred_values,Fruit_number_spats_adj_pheno
2443,ITA_2018_1,1,13,55,5,13,55,-1.01152334933184,5.56633297468873,4.55480962535689
249,ITA_2018_1,1,6,19,6,6,19,-4.83534949009038,8.9784398710393,4.14309038094892
249,ITA_2018_1,1,1,61,12,1,61,2.91687576380134,8.9784398710393,11.8953156348406
26,ITA_2018_1,1,8,77,20,8,77,3.58219706845664,13.5451863048483,17.1273833733049
261,ITA_2018_1,1,1,120,7,1,120,-0.629294530603803,10.0910044212854,9.46170989068163
261,ITA_2018_1,1,7,57,14,7,57,0.0509108262833884,10.0910044212854,10.1419152475688
262,ITA_2018_1,1,1,72,11,1,72,2.93886577015429,8.23825362826421,11.1771193984185
262,ITA_2018_1,1,5,103,4,5,103,-5.7488978317524,8.23825362826421,2.48935579651181
2625,ITA_2018_1,1,7,54,34,7,54,11.4585256107388,18.6777864431049,30.1363120538437
2625,ITA_2018_1,1,1,113,15,1,113,-1.69408389813033,18.6777864431049,16.9837025449745
2652,ITA_2018_1,1,4,26,5,4,26,-3.33368678765103,7.80350695063467,4.46982016298364
2653,ITA_2018_1,1,1,23,14,1,23,1.99773814313864,12.2297427132004,14.2274808563391
267,ITA_2018_1,1,4,17,20,4,17,4.45046803872961,15.3272368715965,19.7777049103261
267,ITA_2018_1,1,7,97,20,7,97,1.27821858182937,15.3272368715965,16.6054554534258
2670,ITA_2018_1,1,2,76,7,2,76,0.0565796209482645,7.01408912778753,7.0706687487358
2670,ITA_2018_1,1,9,89,4,9,89,-4.34112444854639,7.01408912778753,2.67296467924114
2671,ITA_2018_1,1,15,27,12,15,27,3.3428318797498,7.51517228559727,10.8580041653471
2671,ITA_2018_1,1,14,22,5,14,22,-3.51871300602892,7.51517228559727,3.99645927956835
2671,ITA_2018_1,1,9,77,5,9,77,-4.06583700233774,7.51517228559727,3.44933528325953
2671,ITA_2018_1,1,2,68,8,2,68,0.560730676461647,7.51517228559727,8.07590296205892
270,ITA_2018_1,1,3,49,1,3,49,-3.87538612373058,3.74106700657447,-0.134319117156115
270,ITA_2018_1,1,11,14,1,11,14,-4.35153156245797,3.74106700657447,-0.610464555883506
2720,ITA_2018_1,1,14,37,1,14,37,-5.58203911621226,5.93688824874635,0.354849132534091
2722,ITA_2018_1,1,5,47,4,5,47,-4.04964550853159,6.34356990872568,2.29392440019409
2722,ITA_2018_1,1,5,86,7,5,86,-1.04254334727523,6.34356990872568,5.30102656145045
2732,ITA_2018_1,1,7,67,9,7,67,-3.63601402013425,8.7671829738827,5.13116895374845
2732,ITA_2018_1,1,5,67,12,5,67,1.46308021789819,8.7671829738827,10.2302631917809
2762,ITA_2018_1,1,17,37,11,17,37,2.36265512326322,9.12943351093486,11.4920886341981
2762,ITA_2018_1,1,13,11,12,13,11,1.48223854377689,9.12943351093486,10.6116720547117
2762,ITA_2018_1,1,1,83,8,1,83,-0.577057260865256,9.12943351093486,8.5523762500696
2762,ITA_2018_1,1,9,109,5,9,109,-5.00443747603237,9.12943351093486,4.12499603490249
2779,ITA_2018_1,1,12,45,1,12,45,-5.0464842316201,4.87168502021037,-0.17479921140973
2779,ITA_2018_1,1,9,101,4,9,101,-1.81859793824152,4.87168502021037,3.05308708196886
2784,ITA_2018_1,1,5,66,7,5,66,-2.83810837665017,8.21494421448125,5.37683583783108
2785,ITA_2018_1,1,2,2,2,2,2,-2.05823410224207,5.90795893388844,3.84972483164636
2785,ITA_2018_1,1,8,10,5,8,10,-3.5586505302819,5.90795893388844,2.34930840360653
2794,ITA_2018_1,1,2,72,5,2,72,-0.832234463080606,5.92366645886334,5.09143199578274
2794,ITA_2018_1,1,9,49,3,9,49,-4.76573037060206,5.92366645886334,1.15793608826128
2796,ITA_2018_1,1,1,88,7,1,88,-1.5084937067767,9.31881195690003,7.81031825012333
2802,ITA_2018_1,1,8,99,6,8,99,-5.15543962048426,8.77476148692653,3.61932186644227
2802,ITA_2018_1,1,3,117,12,3,117,2.99163417822438,8.77476148692653,11.7663956651509
2809,ITA_2018_1,1,1,87,14,1,87,4.44116682593993,10.2929967366129,14.7341635625528
2809,ITA_2018_1,1,6,16,7,6,16,-4.77624969326643,10.2929967366129,5.51674704334642
2810,ITA_2018_1,1,1,68,8,1,68,-1.33872050355999,9.45976043378158,8.12103993022159
2813,ITA_2018_1,1,5,17,16,5,17,3.28476631370077,12.0662882533286,15.3510545670294
2813,ITA_2018_1,1,6,82,13,6,82,-1.48390995209299,12.0662882533286,10.5823783012356
2817,ITA_2018_1,1,6,26,14,6,26,-0.517886467204253,12.5589414304018,12.0410549631975
2817,ITA_2018_1,1,12,16,11,12,16,-3.18819770931283,12.5589414304018,9.37074372108894
2817,ITA_2018_1,1,16,38,22,16,38,9.20976670581012,12.5589414304018,21.7687081362119
2817,ITA_2018_1,1,2,114,8,2,114,-3.10942274966252,12.5589414304018,9.44951868073925
2820,ITA_2018_1,1,9,75,1,9,75,-8.40180816734815,7.97929796766798,-0.422510199680175
2820,ITA_2018_1,1,1,97,12,1,97,5.27986261109442,7.97929796766798,13.2591605787624
2823,ITA_2018_1,1,4,102,1,4,102,-5.76658026963256,5.78367917921284,0.0170989095802812
2827,ITA_2018_1,1,14,51,5,14,51,-1.34884918301175,6.14148666481023,4.79263748179848
2827,ITA_2018_1,1,15,50,2,15,50,-3.98675003376535,6.14148666481023,2.15473663104487
2830,ITA_2018_1,1,2,54,9,2,54,-2.60218635578436,11.5508503508212,8.94866399503687
2830,ITA_2018_1,1,9,70,17,9,70,3.78219497427316,11.5508503508212,15.3330453250944
2831,ITA_2018_1,1,2,121,9,2,121,-0.793608381694016,11.5277766928277,10.7341683111337
2831,ITA_2018_1,1,7,92,17,7,92,1.94582465425502,11.5277766928277,13.4736013470827
2847,ITA_2018_1,1,13,31,3,13,31,-5.60581242669931,7.79723744841178,2.19142502171247
2847,ITA_2018_1,1,3,3,14,3,3,6.96482611650704,7.79723744841178,14.7620635649188
2847,ITA_2018_1,1,14,3,5,14,3,-4.70025212681675,7.79723744841178,3.09698532159503
2848,ITA_2018_1,1,18,16,5,18,16,-5.63488160968532,10.7116472989629,5.07676568927757
2848,ITA_2018_1,1,9,90,16,9,90,4.02960407213741,10.7116472989629,14.7412513711003
2848,ITA_2018_1,1,2,46,12,2,46,1.04134940572432,10.7116472989629,11.7529967046872
2848,ITA_2018_1,1,14,11,13,14,11,0.733112132583695,10.7116472989629,11.4447594315466
2849,ITA_2018_1,1,2,47,23,2,47,6.70945961497597,16.1414905766007,22.8509501915766
2850,ITA_2018_1,1,12,29,5,12,29,-4.81848373071431,8.40498560378914,3.58650187307483
2850,ITA_2018_1,1,14,55,10,14,55,1.24697203875867,8.40498560378914,9.65195764254781
2850,ITA_2018_1,1,1,31,10,1,31,1.88287254574733,8.40498560378914,10.2878581495365
2850,ITA_2018_1,1,7,21,7,7,21,-4.93493157109527,8.40498560378914,3.47005403269388
2850,ITA_2018_1,1,9,74,14,9,74,4.01436822257836,8.40498560378914,12.4193538263675
2855,ITA_2018_1,1,18,23,5,18,23,-0.730998311734404,5.79742677792649,5.06642846619209
2855,ITA_2018_1,1,14,50,5,14,50,-0.929032754463941,5.79742677792649,4.86839402346255
2855,ITA_2018_1,1,8,126,2,8,126,-5.67953489261579,5.79742677792649,0.117891885310703
2855,ITA_2018_1,1,13,24,6,13,24,-0.852610120624885,5.79742677792649,4.94481665730161
2855,ITA_2018_1,1,5,77,10,5,77,2.44215486685903,5.79742677792649,8.23958164478552
2856,ITA_2018_1,1,7,8,9,7,8,-2.62028043403711,8.3957885182455,5.77550808420838
286,ITA_2018_1,1,10,4,13,10,4,-2.7970994859575,14.3350092676418,11.5379097816843
286,ITA_2018_1,1,1,57,19,1,57,4.55989015464834,14.3350092676418,18.8948994222901
286,ITA_2018_1,1,9,118,18,9,118,2.7707524329709,14.3350092676418,17.1057617006127
2862,ITA_2018_1,1,2,48,12,2,48,-4.05173620241828,15.898075235257,11.8463390328387
2862,ITA_2018_1,1,8,6,29,8,6,10.4680007213825,15.898075235257,26.3660759566395
2865,ITA_2018_1,1,12,32,20,12,32,9.51603670355141,8.85768766350712,18.3737243670585
2865,ITA_2018_1,1,6,129,8,6,129,-2.53845525793373,8.85768766350712,6.31923240557339
2865,ITA_2018_1,1,1,122,3,1,122,-3.38332916620314,8.85768766350712,5.47435849730398
2865,ITA_2018_1,1,17,31,3,17,31,-5.65817269318678,8.85768766350712,3.19951497032034
2872,ITA_2018_1,1,7,16,22,7,16,6.45475961273962,12.3695482223242,18.8243078350638
2872,ITA_2018_1,1,1,73,8,1,73,-4.28862497723421,12.3695482223242,8.08092324509001
29,ITA_2018_1,1,5,97,3,5,97,-3.58013114140845,5.17015781424251,1.59002667283406
29,ITA_2018_1,1,5,61,4,5,61,-2.92543893270728,5.17015781424251,2.24471888153523
290,ITA_2018_1,1,6,87,6,6,87,-3.8100753395735,7.40800142016783,3.59792608059433
2902,ITA_2018_1,1,9,63,22,9,63,7.15167704692712,12.9447977554231,20.0964748023502
2902,ITA_2018_1,1,1,105,7,1,105,-4.29265123555481,12.9447977554231,8.65214651986829
2936,ITA_2018_1,1,2,66,7,2,66,-0.443022177555944,7.55403414501859,7.11101196746265
2936,ITA_2018_1,1,9,58,6,9,58,-3.19115595460599,7.55403414501859,4.36287819041261
2971,ITA_2018_1,1,2,60,1,2,60,-4.71213711587624,5.60508259038921,0.892945474512971
2971,ITA_2018_1,1,9,64,6,9,64,-1.26956371155876,5.60508259038921,4.33551887883045
2974,ITA_2018_1,1,1,62,1,1,62,-5.2397363516008,6.22107357593691,0.981337224336115
2975,ITA_2018_1,1,1,50,2,1,50,-2.62250723584563,4.62808324440907,2.00557600856344
2975,ITA_2018_1,1,6,18,2,6,18,-4.53599459134102,4.62808324440907,0.0920886530680471
2990,ITA_2018_1,1,14,8,9,14,8,-1.41248623486357,8.60082400353027,7.18833776866671
2990,ITA_2018_1,1,15,23,9,15,23,-0.96082784749643,8.60082400353027,7.63999615603384
2992,ITA_2018_1,1,14,13,20,14,13,8.58648050285366,9.86130021261075,18.4477807154644
2992,ITA_2018_1,1,2,21,12,2,21,2.93406716723642,9.86130021261075,12.7953673798472
2992,ITA_2018_1,1,9,36,6,9,36,-5.88383125861444,9.86130021261075,3.97746895399631
2992,ITA_2018_1,1,18,6,4,18,6,-6.49178007830338,9.86130021261075,3.36952013430737
2997,ITA_2018_1,1,1,14,4,1,14,-2.99341885631499,8.08600292611694,5.09258406980196
30,ITA_2018_1,1,7,130,5,7,130,-3.89683333946542,6.05011022095815,2.15327688149273
30,ITA_2018_1,1,4,131,5,4,131,-1.54882929846065,6.05011022095815,4.5012809224975
301,ITA_2018_1,1,2,73,2,2,73,-4.69144728339179,6.67627208542264,1.98482480203085
3010,ITA_2018_1,1,5,58,3,5,58,-4.0473616711764,5.48014179214445,1.43278012096805
3010,ITA_2018_1,1,5,87,5,5,87,-2.08483102392379,5.48014179214445,3.39531076822066
3013,ITA_2018_1,1,7,115,3,7,115,-5.82587849290393,5.73444882899549,-0.0914296639084364
3026,ITA_2018_1,1,2,31,17,2,31,3.0436385291474,14.4637446342467,17.5073831633941
3026,ITA_2018_1,1,9,44,18,9,44,1.64496701830553,14.4637446342467,16.1087116525523
3042,ITA_2018_1,1,9,103,17,9,103,2.57734616507031,13.2812790079589,15.8586251730292
3042,ITA_2018_1,1,1,92,13,1,92,0.686973136017214,13.2812790079589,13.9682521439761
3062,ITA_2018_1,1,17,24,19,17,24,7.91376585735581,10.8467589740473,18.7605248314031
3062,ITA_2018_1,1,6,23,14,6,23,0.971505763695957,10.8467589740473,11.8182647377433
3062,ITA_2018_1,1,10,2,9,10,2,-3.51378446621788,10.8467589740473,7.33297450782946
3062,ITA_2018_1,1,1,110,5,1,110,-3.90999569262108,10.8467589740473,6.93676328142626
3062,ITA_2018_1,1,12,33,11,12,33,-1.12956471758937,10.8467589740473,9.71719425645796
308,ITA_2018_1,1,15,2,5,15,2,-3.42733858846055,6.46661826269282,3.03927967423227
308,ITA_2018_1,1,7,114,13,7,114,3.34009724825285,6.46661826269282,9.80671551094566
308,ITA_2018_1,1,4,57,3,4,57,-4.85673510730827,6.46661826269282,1.60988315538455
3148,ITA_2018_1,1,10,49,2,10,49,-3.12899969719655,3.85687930495336,0.727879607756812
3148,ITA_2018_1,1,15,15,3,15,15,-2.32179023702477,3.85687930495336,1.53508906792859
3148,ITA_2018_1,1,5,53,3,5,53,-2.63663121179393,3.85687930495336,1.22024809315943
317,ITA_2018_1,1,1,114,6,1,114,1.58060980670207,6.46011072786107,8.04072053456314
317,ITA_2018_1,1,12,1,3,12,1,-5.4213792585875,6.46011072786107,1.03873146927357
317,ITA_2018_1,1,6,126,4,6,126,-4.22123561636507,6.46011072786107,2.238875111496
317,ITA_2018_1,1,12,36,11,12,36,3.11019025981094,6.46011072786107,9.57030098767201
3170,ITA_2018_1,1,1,41,3,1,41,-3.14626327582011,6.21267458819037,3.06641131237026
3170,ITA_2018_1,1,16,41,4,16,41,-2.10358970197673,6.21267458819037,4.10908488621364
3172,ITA_2018_1,1,8,53,6,8,53,-3.86960474057386,6.6808832084602,2.81127846788634
3172,ITA_2018_1,1,1,90,5,1,90,-0.81628842016382,6.6808832084602,5.86459478829638
3173,ITA_2018_1,1,7,123,2,7,123,-6.34961882844094,5.29963107697871,-1.04998775146224
3190,ITA_2018_1,1,2,34,9,2,34,1.1017344774839,8.36397779159021,9.4657122690741
3190,ITA_2018_1,1,13,15,6,13,15,-3.76033110393692,8.36397779159021,4.60364668765329
32,ITA_2018_1,1,7,35,28,7,35,9.52523175980647,14.5124523349057,24.0376840947122
32,ITA_2018_1,1,16,52,20,16,52,6.04082662134251,14.5124523349057,20.5532789562482
32,ITA_2018_1,1,6,34,5,6,34,-11.5741419758556,14.5124523349057,2.93831035905013
32,ITA_2018_1,1,1,30,17,1,30,2.77032980586841,14.5124523349057,17.2827821407741
32,ITA_2018_1,1,1,101,11,1,101,-2.01497197465905,14.5124523349057,12.4974803602467
321,ITA_2018_1,1,9,107,24,9,107,6.73911599158348,16.1661117832072,22.9052277747907
323,ITA_2018_1,1,8,96,18,8,96,3.78226744973896,11.6775163064085,15.4597837561475
323,ITA_2018_1,1,3,95,10,3,95,-2.44968900222943,11.6775163064085,9.22782730417906
327,ITA_2018_1,1,7,126,27,7,126,7.38718452118667,16.7041488257541,24.0913333469408
33,ITA_2018_1,1,5,105,8,5,105,-0.92771368191914,7.63347195738972,6.70575827547058
33,ITA_2018_1,1,2,1,3,2,1,-2.61078117532453,7.63347195738972,5.02269078206519
333,ITA_2018_1,1,9,14,9,9,14,1.1644670397075,6.05577314644839,7.2202401861559
333,ITA_2018_1,1,14,1,1,14,1,-6.89718181852463,6.05577314644839,-0.841408672076233
333,ITA_2018_1,1,18,29,8,18,29,2.78622898902541,6.05577314644839,8.8420021354738
333,ITA_2018_1,1,2,10,2,2,10,-2.49235582373364,6.05577314644839,3.56341732271475
334,ITA_2018_1,1,2,29,6,2,29,-4.7931384229717,11.4055373344558,6.61239891148414
334,ITA_2018_1,1,9,18,24,9,18,10.4518371765829,11.4055373344558,21.8573745110387
334,ITA_2018_1,1,9,60,18,9,60,4.7945352021869,11.4055373344558,16.2000725366427
334,ITA_2018_1,1,5,31,3,5,31,-9.44825565195515,11.4055373344558,1.95728168250069
338,ITA_2018_1,1,5,128,4,5,128,-4.31384767189933,7.36604497032318,3.05219729842385
338,ITA_2018_1,1,1,43,8,1,43,0.453235561419715,7.36604497032318,7.8192805317429
34,ITA_2018_1,1,14,9,15,14,9,0.684135252670677,12.7053274256384,13.3894626783091
34,ITA_2018_1,1,18,10,13,18,10,-0.0363083255245353,12.7053274256384,12.6690191001139
34,ITA_2018_1,1,9,47,19,9,47,4.26503956083294,12.7053274256384,16.9703669864714
34,ITA_2018_1,1,18,44,3,18,44,-8.10659560884627,12.7053274256384,4.59873181679217
34,ITA_2018_1,1,17,54,15,17,54,3.47600383725214,12.7053274256384,16.1813312628906
34,ITA_2018_1,1,2,62,15,2,62,2.28830778674884,12.7053274256384,14.9936352123873
353,ITA_2018_1,1,9,41,1,9,41,-5.5975968950392,4.79816147076787,-0.799435424271329
353,ITA_2018_1,1,2,85,3,2,85,-1.35604478803526,4.79816147076787,3.4421166827326
37,ITA_2018_1,1,2,127,7,2,127,0.817382284083013,8.20234407317608,9.01972635725909
37,ITA_2018_1,1,6,35,7,6,35,-3.6706675991272,8.20234407317608,4.53167647404888
378,ITA_2018_1,1,10,52,6,10,52,-3.9282808322274,8.82591253399241,4.89763170176501
378,ITA_2018_1,1,9,114,6,9,114,-3.6515313856436,8.82591253399241,5.17438114834881
378,ITA_2018_1,1,1,54,6,1,54,-2.95858902734596,8.82591253399241,5.86732350664645
378,ITA_2018_1,1,12,37,16,12,37,5.88768172780418,8.82591253399241,14.7135942617966
378,ITA_2018_1,1,17,23,12,17,23,2.5485257881731,8.82591253399241,11.3744383221655
40,ITA_2018_1,1,7,3,17,7,3,7.11857699961697,6.87082178105693,13.9893987806739
40,ITA_2018_1,1,6,25,3,6,25,-5.80418473688725,6.87082178105693,1.06663704416967
40,ITA_2018_1,1,11,9,5,11,9,-3.62292591540094,6.87082178105693,3.24789586565598
40,ITA_2018_1,1,4,2,1,4,2,-5.22014332282307,6.87082178105693,1.65067845823386
40,ITA_2018_1,1,9,22,4,9,22,-4.60736512325477,6.87082178105693,2.26345665780216
40,ITA_2018_1,1,1,104,13,1,104,7.58025831200985,6.87082178105693,14.4510800930668
40,ITA_2018_1,1,2,37,4,2,37,-2.60242685683855,6.87082178105693,4.26839492421837
40,ITA_2018_1,1,13,9,11,13,9,2.70109952147996,6.87082178105693,9.57192130253689
405,ITA_2018_1,1,7,48,3,7,48,-7.33385820191505,6.33968070711622,-0.994177494798829
405,ITA_2018_1,1,4,125,9,4,125,2.15957344106114,6.33968070711622,8.49925414817737
405,ITA_2018_1,1,13,39,7,13,39,0.0774113406601673,6.33968070711622,6.41709204777639
409,ITA_2018_1,1,7,43,4,7,43,-4.81883955231696,4.90886857887477,0.090029026557807
409,ITA_2018_1,1,1,91,2,1,91,-2.00145481989606,4.90886857887477,2.90741375897871
410,ITA_2018_1,1,6,30,19,6,30,1.09145241724683,15.8447245688804,16.9361769861273
410,ITA_2018_1,1,7,19,12,7,19,-7.36127265750195,15.8447245688804,8.48345191137847
410,ITA_2018_1,1,17,2,30,17,2,12.621823592835,15.8447245688804,28.4665481617154
424,ITA_2018_1,1,5,40,3,5,40,-3.10985521573888,4.76860926278272,1.65875404704384
424,ITA_2018_1,1,6,81,5,6,81,-2.30949034381561,4.76860926278272,2.4591189189671
424,ITA_2018_1,1,15,52,1,15,52,-3.55523954233089,4.76860926278272,1.21336972045182
424,ITA_2018_1,1,13,21,8,13,21,1.98534762435636,4.76860926278272,6.75395688713908
428,ITA_2018_1,1,6,11,4,6,11,-4.1095599751661,6.70680893689232,2.59724896172622
428,ITA_2018_1,1,3,126,6,3,126,-0.545105505365074,6.70680893689232,6.16170343152725
43,ITA_2018_1,1,12,26,6,12,26,-0.614936210404413,5.05558664362406,4.44065043321965
43,ITA_2018_1,1,11,53,8,11,53,1.66873811751132,5.05558664362406,6.72432476113538
43,ITA_2018_1,1,6,20,4,6,20,-2.90506838230258,5.05558664362406,2.15051826132149
43,ITA_2018_1,1,1,44,4,1,44,-1.14691130703744,5.05558664362406,3.90867533658662
43,ITA_2018_1,1,15,9,3,15,9,-3.64539388695146,5.05558664362406,1.41019275667261
435,ITA_2018_1,1,7,91,6,7,91,-6.22297472696933,8.66661668249102,2.44364195552169
435,ITA_2018_1,1,12,41,14,12,41,4.21583541932098,8.66661668249102,12.882452101812
435,ITA_2018_1,1,17,13,7,17,13,-2.57647896387794,8.66661668249102,6.09013771861307
435,ITA_2018_1,1,1,129,8,1,129,2.28955182704436,8.66661668249102,10.9561685095354
440,ITA_2018_1,1,12,55,6,12,55,-2.73883269156469,7.59739243328026,4.85855974171558
440,ITA_2018_1,1,1,28,6,1,28,-1.35236198971974,7.59739243328026,6.24503044356053
440,ITA_2018_1,1,9,3,10,9,3,0.509241841988656,7.59739243328026,8.10663427526892
445,ITA_2018_1,1,1,46,20,1,46,0.772500748424861,18.8405388516742,19.613039600099
445,ITA_2018_1,1,8,26,31,8,26,9.1879771211211,18.8405388516742,28.0285159727953
447,ITA_2018_1,1,4,124,4,4,124,-1.58437624635542,4.8870958867046,3.30271964034918
447,ITA_2018_1,1,7,100,3,7,100,-5.26214345141031,4.8870958867046,-0.375047564705707
457,ITA_2018_1,1,4,34,5,4,34,-1.94615021368245,6.21073029773608,4.26458008405362
457,ITA_2018_1,1,17,8,2,17,8,-5.49292313329814,6.21073029773608,0.717807164437937
457,ITA_2018_1,1,5,116,13,5,116,5.43239542659092,6.21073029773608,11.643125724327
457,ITA_2018_1,1,13,32,4,13,32,-3.2455169657818,6.21073029773608,2.96521333195427
462,ITA_2018_1,1,14,12,10,14,12,0.480381901317127,8.00355534604247,8.4839372473596
462,ITA_2018_1,1,2,89,7,2,89,-0.510756525558215,8.00355534604247,7.49279882048425
462,ITA_2018_1,1,9,30,7,9,30,-2.93137014027698,8.00355534604247,5.07218520576549
462,ITA_2018_1,1,10,50,9,10,50,-0.130982648202778,8.00355534604247,7.87257269783969
465,ITA_2018_1,1,6,27,9,6,27,-1.3526362462513,8.08956659891056,6.73693035265926
465,ITA_2018_1,1,1,84,6,1,84,-1.6364901468972,8.08956659891056,6.45307645201336
472,ITA_2018_1,1,9,33,5,9,33,-3.87404045886519,7.05746717847928,3.18342671961409
472,ITA_2018_1,1,2,25,6,2,25,-0.35825527191279,7.05746717847928,6.69921190656649
473,ITA_2018_1,1,13,17,9,13,17,-0.568975095633517,8.18729632849795,7.61832123286444
473,ITA_2018_1,1,5,1,2,5,1,-5.88165681257969,8.18729632849795,2.30563951591827
473,ITA_2018_1,1,7,109,15,7,109,3.57922150326588,8.18729632849795,11.7665178317638
483,ITA_2018_1,1,15,24,4,15,24,-4.13012339365025,7.14229231592575,3.01216892227549
488,ITA_2018_1,1,1,82,6,1,82,-1.37534728219748,7.94222918256825,6.56688190037077
488,ITA_2018_1,1,9,113,7,9,113,-1.79124782632513,7.94222918256825,6.15098135624311
489,ITA_2018_1,1,3,1,3,3,1,-1.31682500320841,5.31875998731946,4.00193498411105
489,ITA_2018_1,1,8,14,3,8,14,-5.00975294920148,5.31875998731946,0.309007038117986
49,ITA_2018_1,1,17,26,8,17,26,0.234866881634395,7.62914557745459,7.86401245908899
49,ITA_2018_1,1,1,119,4,1,119,-1.2944557366163,7.62914557745459,6.33468984083829
49,ITA_2018_1,1,6,29,6,6,29,-3.59881260936703,7.62914557745459,4.03033296808756
49,ITA_2018_1,1,12,34,10,12,34,1.11469545905909,7.62914557745459,8.74384103651368
491,ITA_2018_1,1,1,128,8,1,128,-0.253715437914083,11.086149339014,10.8324339010999
491,ITA_2018_1,1,6,33,14,6,33,0.873989172720068,11.086149339014,11.9601385117341
5,ITA_2018_1,1,7,102,4,7,102,-5.91649457855742,6.57057767576075,0.654083097203325
5,ITA_2018_1,1,1,55,8,1,55,1.09773780670993,6.57057767576075,7.66831548247068
50,ITA_2018_1,1,2,49,12,2,49,-1.06849626527616,13.0651495071315,11.9966532418553
50,ITA_2018_1,1,9,11,19,9,11,4.0724864129247,13.0651495071315,17.1376359200562
508,ITA_2018_1,1,7,63,22,7,63,1.20549752441672,16.7422146407005,17.9477121651172
508,ITA_2018_1,1,1,93,22,1,93,6.22753747688488,16.7422146407005,22.9697521175853
515,ITA_2018_1,1,5,65,20,5,65,1.23116252300003,17.0001624467446,18.2313249697447
515,ITA_2018_1,1,7,103,27,7,103,6.51257200669485,17.0001624467446,23.5127344534395
52,ITA_2018_1,1,2,61,3,2,61,-4.18225872221341,7.09900871749286,2.91674999527946
522,ITA_2018_1,1,1,115,3,1,115,-2.17938047146924,7.35746270444952,5.17808223298028
522,ITA_2018_1,1,6,32,8,6,32,-1.69156902470239,7.35746270444952,5.66589367974713
526,ITA_2018_1,1,8,100,8,8,100,-2.57285940622051,8.18525950761935,5.61240010139885
526,ITA_2018_1,1,2,97,7,2,97,-0.301004360498397,8.18525950761935,7.88425514712096
533,ITA_2018_1,1,9,78,12,9,78,-0.0587053425759514,10.7170633137568,10.6583579711808
533,ITA_2018_1,1,2,57,11,2,57,0.234412962466832,10.7170633137568,10.9514762762236
543,ITA_2018_1,1,1,112,8,1,112,-0.267004343467693,10.1374585525936,9.87045420912594
543,ITA_2018_1,1,8,123,10,8,123,-2.16457649457229,10.1374585525936,7.97288205802135
543,ITA_2018_1,1,17,29,15,17,29,4.97556816655804,10.1374585525936,15.1130267191517
543,ITA_2018_1,1,18,3,8,18,3,-3.06641678026803,10.1374585525936,7.07104177232561
546,ITA_2018_1,1,2,78,5,2,78,-2.84928399292798,8.20566603593055,5.35638204300257
548,ITA_2018_1,1,9,42,11,9,42,-0.836736144134825,10.0679187910656,9.23118264693081
548,ITA_2018_1,1,4,33,11,4,33,0.230545673275282,10.0679187910656,10.2984644643409
549,ITA_2018_1,1,1,98,4,1,98,-2.87647061191423,8.18309526230392,5.3066246503897
55,ITA_2018_1,1,2,8,19,2,8,4.76015059514803,15.6778677604823,20.4380183556304
55,ITA_2018_1,1,9,24,19,9,24,1.39087282868762,15.6778677604823,17.0687405891699
56,ITA_2018_1,1,9,110,9,9,110,-0.0498181531574264,8.25355801983743,8.20373986668
56,ITA_2018_1,1,1,58,3,1,58,-5.22925105874984,8.25355801983743,3.02430696108759
56,ITA_2018_1,1,12,47,12,12,47,2.48747137278643,8.25355801983743,10.7410293926239
560,ITA_2018_1,1,6,36,22,6,36,0.73101472570896,18.9392617482189,19.6702764739279
560,ITA_2018_1,1,12,44,22,12,44,1.89821085377389,18.9392617482189,20.8374726019928
560,ITA_2018_1,1,9,131,33,9,131,13.4819098283625,18.9392617482189,32.4211715765814
560,ITA_2018_1,1,1,103,9,1,103,-8.57362188807111,18.9392617482189,10.3656398601478
560,ITA_2018_1,1,14,47,22,14,47,2.54187661294793,18.9392617482189,21.4811383611669
562,ITA_2018_1,1,4,50,10,4,50,-4.06614652403766,12.9046261655229,8.83847964148526
562,ITA_2018_1,1,6,86,15,6,86,-0.401362662377514,12.9046261655229,12.5032635031454
562,ITA_2018_1,1,16,21,20,16,21,6.03826681605534,12.9046261655229,18.9428929815783
562,ITA_2018_1,1,11,31,12,11,31,-2.35440405021163,12.9046261655229,10.5502221153113
562,ITA_2018_1,1,9,132,17,9,132,3.59428533450048,12.9046261655229,16.4989115000234
564,ITA_2018_1,1,1,51,2,1,51,-4.73711957741775,6.63835420346794,1.90123462605019
565,ITA_2018_1,1,17,45,20,17,45,6.93378869712131,13.8716379202398,20.8054266173611
565,ITA_2018_1,1,6,22,13,6,22,-2.49989099933203,13.8716379202398,11.3717469209078
565,ITA_2018_1,1,12,25,15,12,25,-0.45848789183802,13.8716379202398,13.4131500284018
567,ITA_2018_1,1,5,118,13,5,118,0.490672231181375,11.2063777101604,11.6970499413418
567,ITA_2018_1,1,5,15,12,5,15,0.274417227346227,11.2063777101604,11.4807949375066
57,ITA_2018_1,1,7,44,23,7,44,4.5427407016897,14.641888980097,19.1846296817867
57,ITA_2018_1,1,1,52,15,1,52,0.36044067445674,14.641888980097,15.0023296545538
570,ITA_2018_1,1,1,47,20,1,47,4.31355129818461,15.4041552265605,19.7177065247451
570,ITA_2018_1,1,8,28,20,8,28,1.50778389721052,15.4041552265605,16.911939123771
575,ITA_2018_1,1,11,45,13,11,45,-0.166556981632674,11.8590693879422,11.6925124063095
