Genotype,Envir,Management,Row,Position,Flowering_full,R,P,Flowering_full_spats_residuals,Flowering_full_spats_geno_pred_values,Flowering_full_spats_adj_pheno
65,ESP_2019_1,1,11,85,94,11,85,0.41767914497629,93.7212466769604,94.1389258219367
65,ESP_2019_1,1,9,82,93,9,82,-0.517863779851325,93.7212466769604,93.2033828971091
65,ESP_2019_1,1,11,75,94,11,75,0.687991641278927,93.7212466769604,94.4092383182394
65,ESP_2019_1,1,12,13,101,12,13,7.29145321687194,93.7212466769604,101.012699893832
652,ESP_2019_1,1,8,77,87,8,77,-3.78168341189608,91.1770053925729,87.3953219806768
652,ESP_2019_1,1,5,8,92,5,8,1.65171925071292,91.1770053925729,92.8287246432858
653,ESP_2019_1,1,2,82,86,2,82,-2.16534215326755,88.8697408660577,86.7043987127902
653,ESP_2019_1,1,5,46,86,5,46,-2.2722356584533,88.8697408660577,86.5975052076044
66,ESP_2019_1,1,3,47,108,3,47,7.75720699621023,100.41685532253,108.174062318741
66,ESP_2019_1,1,6,111,101,6,111,-0.645923098378887,100.41685532253,99.7709322241515
662,ESP_2019_1,1,10,124,94,10,124,0.78917395535494,92.3884014021893,93.1775753575443
662,ESP_2019_1,1,13,19,94,13,19,1.65055752257483,92.3884014021893,94.0389589247642
662,ESP_2019_1,1,8,19,93,8,19,1.51239184852341,92.3884014021893,93.9007932507127
662,ESP_2019_1,1,11,94,87,11,94,-5.35147369286183,92.3884014021893,87.0369277093275
662,ESP_2019_1,1,2,123,92,2,123,0.480965517381918,92.3884014021893,92.8693669195713
670,ESP_2019_1,1,4,47,92,4,47,-0.542024280738673,92.7647050300465,92.2226807493078
673,ESP_2019_1,1,11,3,87,11,3,-8.65096106882805,96.1101531165388,87.4591920477108
673,ESP_2019_1,1,9,21,101,9,21,5.58296926093965,96.1101531165388,101.693122377478
673,ESP_2019_1,1,5,95,98,5,95,1.80204837118752,96.1101531165388,97.9122014877263
673,ESP_2019_1,1,10,121,101,10,121,4.06987345935353,96.1101531165388,100.180026575892
676,ESP_2019_1,1,13,70,87,13,70,0.00770580497859896,87.534134357205,87.5418401621836
676,ESP_2019_1,1,1,29,85,1,29,-3.84126044306079,87.534134357205,83.6928739141442
676,ESP_2019_1,1,12,59,87,12,59,-0.134307505511345,87.534134357205,87.3998268516937
676,ESP_2019_1,1,4,109,86,4,109,-1.80552427444751,87.534134357205,85.7286100827575
678,ESP_2019_1,1,2,18,92,2,18,1.0796327130645,90.1375124219881,91.2171451350526
678,ESP_2019_1,1,5,96,86,5,96,-4.24924713584241,90.1375124219881,85.8882652861457
68,ESP_2019_1,1,6,54,86,6,54,-4.21669917667241,90.5864068556749,86.3697076790026
68,ESP_2019_1,1,5,123,93,5,123,1.49604711209932,90.5864068556749,92.0824539677743
681,ESP_2019_1,1,2,41,107,2,41,6.86714295222558,99.9438926247137,106.811035576939
681,ESP_2019_1,1,9,128,101,9,128,-0.228893318621374,99.9438926247137,99.7149993060923
691,ESP_2019_1,1,9,105,93,9,105,-0.750502452867693,93.3233855954951,92.5728831426274
691,ESP_2019_1,1,8,10,93,8,10,0.767243274397785,93.3233855954951,94.0906288698929
697,ESP_2019_1,1,4,42,92,4,42,-0.559417886378597,92.7473140559241,92.1878961695455
71,ESP_2019_1,1,7,116,93,7,116,-2.25126620040872,94.0174276987061,91.7661614982974
71,ESP_2019_1,1,12,75,94,12,75,0.417829670554312,94.0174276987061,94.4352573692604
71,ESP_2019_1,1,1,27,98,1,27,2.56635580405684,94.0174276987061,96.583783502763
71,ESP_2019_1,1,13,49,94,13,49,0.53477066619007,94.0174276987061,94.5521983648962
71,ESP_2019_1,1,10,118,94,10,118,-0.673584124801309,94.0174276987061,93.3438435739048
71,ESP_2019_1,1,13,109,94,13,109,0.11678212821802,94.0174276987061,94.1342098269241
72,ESP_2019_1,1,7,84,108,7,84,7.28722786120041,100.592772666944,107.880000528145
722,ESP_2019_1,1,9,74,87,9,74,-4.0551748668875,91.4800208510886,87.4248459842011
722,ESP_2019_1,1,9,30,93,9,30,2.22827201504231,91.4800208510886,93.7082928661309
737,ESP_2019_1,1,4,39,86,4,39,-3.55364110563238,89.7535438393881,86.1999027337557
739,ESP_2019_1,1,6,88,93,6,88,-1.37259864611153,93.9549399006957,92.5823412545841
739,ESP_2019_1,1,4,22,92,4,22,-1.85787195728599,93.9549399006957,92.0970679434097
739,ESP_2019_1,1,13,21,94,13,21,0.15700707047084,93.9549399006957,94.1119469711665
739,ESP_2019_1,1,5,105,93,5,105,-1.29166643899967,93.9549399006957,92.663273461696
739,ESP_2019_1,1,13,72,94,13,72,0.621182355512175,93.9549399006957,94.5761222562078
739,ESP_2019_1,1,6,123,93,6,123,-2.51955810817223,93.9549399006957,91.4353817925234
739,ESP_2019_1,1,12,20,101,12,20,7.0428298220229,93.9549399006957,100.997769722719
739,ESP_2019_1,1,7,61,93,7,61,-0.475199504584623,93.9549399006957,93.479740396111
739,ESP_2019_1,1,5,127,93,5,127,-2.0655176792834,93.9549399006957,91.8894222214123
739,ESP_2019_1,1,7,7,93,7,7,0.0829211267101329,93.9549399006957,94.0378610274058
739,ESP_2019_1,1,10,50,94,10,50,0.733529649420106,93.9549399006957,94.6884695501158
739,ESP_2019_1,1,6,50,93,6,50,-0.640977150461509,93.9549399006957,93.3139627502341
739,ESP_2019_1,1,12,125,101,12,125,6.36209856311274,93.9549399006957,100.317038463808
739,ESP_2019_1,1,2,11,98,2,11,3.18189582070039,93.9549399006957,97.136835721396
739,ESP_2019_1,1,9,41,87,9,41,-6.32989243783671,93.9549399006957,87.625047462859
739,ESP_2019_1,1,11,32,87,11,32,-6.52878118130708,93.9549399006957,87.4261587193886
739,ESP_2019_1,1,1,113,98,1,113,4.89276112219234,93.9549399006957,98.847701022888
739,ESP_2019_1,1,6,108,93,6,108,-2.00847169207485,93.9549399006957,91.9464682086208
739,ESP_2019_1,1,9,85,93,9,85,-0.881017772119648,93.9549399006957,93.073922128576
739,ESP_2019_1,1,1,28,92,1,28,-3.18292199509658,93.9549399006957,90.7720179055991
739,ESP_2019_1,1,7,8,93,7,8,0.0817791877414891,93.9549399006957,94.0367190884371
739,ESP_2019_1,1,11,40,101,11,40,7.32553273535913,93.9549399006957,101.280472636055
739,ESP_2019_1,1,12,114,87,12,114,-7.34874785831632,93.9549399006957,86.6061920423793
739,ESP_2019_1,1,9,27,87,9,27,-6.31606403643296,93.9549399006957,87.6388758642627
739,ESP_2019_1,1,11,66,101,11,66,7.49370028332322,93.9549399006957,101.448640184019
739,ESP_2019_1,1,7,69,101,7,69,7.27695213681241,93.9549399006957,101.231892037508
739,ESP_2019_1,1,3,115,92,3,115,-1.78451272483925,93.9549399006957,92.1704271758564
74,ESP_2019_1,1,3,6,98,3,6,2.16218249099593,95.4685026762994,97.6306851672954
740,ESP_2019_1,1,13,116,94,13,116,-3.09885058835145,96.9857714301508,93.8869208417993
740,ESP_2019_1,1,5,51,108,5,51,11.3855196193603,96.9857714301508,108.371291049511
740,ESP_2019_1,1,3,22,98,3,22,0.814451881059469,96.9857714301508,97.8002233112102
740,ESP_2019_1,1,10,75,94,10,75,-2.44981418846574,96.9857714301508,94.535957241685
740,ESP_2019_1,1,7,32,93,7,32,-3.22184195205594,96.9857714301508,93.7639294780948
740,ESP_2019_1,1,3,123,98,3,123,1.15152627212593,96.9857714301508,98.1372977022767
740,ESP_2019_1,1,13,4,94,13,4,-2.93932199875586,96.9857714301508,94.0464494313949
740,ESP_2019_1,1,3,125,98,3,125,1.07689779974336,96.9857714301508,98.0626692298942
740,ESP_2019_1,1,5,94,98,5,94,0.961113985900184,96.9857714301508,97.946885416051
743,ESP_2019_1,1,5,43,92,5,43,-4.43554096897914,97.0523463987471,92.616805429768
743,ESP_2019_1,1,2,42,98,2,42,0.851078889272358,97.0523463987471,97.9034252880195
743,ESP_2019_1,1,7,67,108,7,67,11.1817758159219,97.0523463987471,108.234122214669
743,ESP_2019_1,1,1,53,98,1,53,0.547340252046681,97.0523463987471,97.5996866507938
743,ESP_2019_1,1,2,74,92,2,74,-4.39838811530568,97.0523463987471,92.6539582834414
748,ESP_2019_1,1,7,37,93,7,37,0.23574143033062,93.377421305644,93.6131627359747
748,ESP_2019_1,1,11,111,94,11,111,0.106062362026478,93.377421305644,93.4834836676705
748,ESP_2019_1,1,8,104,93,8,104,-0.922725006477478,93.377421305644,92.4546962991666
748,ESP_2019_1,1,12,2,94,12,2,0.651705922219847,93.377421305644,94.0291272278639
75,ESP_2019_1,1,1,115,92,1,115,0.104741046119713,92.8207937803463,92.925534826466
75,ESP_2019_1,1,11,41,94,11,41,1.51206932413388,92.8207937803463,94.3328631044802
75,ESP_2019_1,1,7,22,87,7,22,-5.0418056406775,92.8207937803463,87.7789881396688
75,ESP_2019_1,1,12,99,94,12,99,1.13146125601874,92.8207937803463,93.952255036365
75,ESP_2019_1,1,10,48,94,10,48,1.80760697104206,92.8207937803463,94.6284007513884
750,ESP_2019_1,1,3,106,92,3,106,-0.536403283383507,92.7703251769885,92.233921893605
764,ESP_2019_1,1,6,13,101,6,13,5.57473542878341,96.0011949448337,101.575930373617
764,ESP_2019_1,1,8,86,93,8,86,-2.87978006485548,96.0011949448337,93.1214148799782
77,ESP_2019_1,1,13,121,87,13,121,-1.2682036709257,88.0045137064122,86.7363100354865
77,ESP_2019_1,1,11,61,87,11,61,-0.478000405059547,88.0045137064122,87.5265133013527
77,ESP_2019_1,1,13,92,87,13,92,-0.591543760412122,88.0045137064122,87.4129699460001
77,ESP_2019_1,1,2,38,86,2,38,-2.15664933913217,88.0045137064122,85.84786436728
77,ESP_2019_1,1,7,71,87,7,71,-0.808538717793226,88.0045137064122,87.195974988619
779,ESP_2019_1,1,12,5,94,12,5,0.00782570325868903,94.0196471229251,94.0274728261838
779,ESP_2019_1,1,8,73,93,8,73,-0.510936907649082,94.0196471229251,93.508710215276
779,ESP_2019_1,1,10,60,94,10,60,0.684738790604271,94.0196471229251,94.7043859135294
779,ESP_2019_1,1,13,79,94,13,79,0.531480117646737,94.0196471229251,94.5511272405718
7828,ESP_2019_1,1,11,50,94,11,50,2.71459365097427,91.740549151819,94.4551428027932
7828,ESP_2019_1,1,6,86,93,6,86,0.901135947074621,91.740549151819,92.6416850988936
7828,ESP_2019_1,1,6,48,93,6,48,1.5279297375606,91.740549151819,93.2684788893796
7828,ESP_2019_1,1,10,56,87,10,56,-3.97639840519115,91.740549151819,87.7641507466278
7828,ESP_2019_1,1,10,128,94,10,128,1.26958448650218,91.740549151819,93.0101336383212
7828,ESP_2019_1,1,7,57,93,7,57,1.80489557891289,91.740549151819,93.5454447307319
7828,ESP_2019_1,1,11,45,94,11,45,2.67257729464517,91.740549151819,94.4131264464641
7828,ESP_2019_1,1,3,96,86,3,96,-5.3298286031287,91.740549151819,86.4107205486903
7828,ESP_2019_1,1,12,105,87,12,105,-4.83183261040563,91.740549151819,86.9087165414134
7828,ESP_2019_1,1,12,123,94,12,123,1.68100779381307,91.740549151819,93.4215569456321
786,ESP_2019_1,1,11,19,94,11,19,0.660626255667751,93.4998281726846,94.1604544283523
786,ESP_2019_1,1,10,69,94,10,69,1.02599465403965,93.4998281726846,94.5258228267242
786,ESP_2019_1,1,8,66,93,8,66,0.127692161315153,93.4998281726846,93.6275203339997
786,ESP_2019_1,1,4,34,92,4,34,-1.3538847868806,93.4998281726846,92.145943385804
786,ESP_2019_1,1,12,126,94,12,126,-0.267218186992253,93.4998281726846,93.2326099856923
787,ESP_2019_1,1,10,115,87,10,115,-5.21765511095585,91.6064737457071,86.3888186347512
787,ESP_2019_1,1,11,108,101,11,108,9.02923775876653,91.6064737457071,100.635711504474
787,ESP_2019_1,1,7,46,87,7,46,-4.01029241680351,91.6064737457071,87.5961813289035
787,ESP_2019_1,1,12,56,94,12,56,2.90716570302075,91.6064737457071,94.5136394487278
787,ESP_2019_1,1,7,75,87,7,75,-4.40888675701866,91.6064737457071,87.1975869886884
8,ESP_2019_1,1,5,41,86,5,41,-3.3949449103969,89.9122160251218,86.5172711147249
80,ESP_2019_1,1,4,101,98,4,101,-1.1922966917855,99.0014090615871,97.8091123698016
80,ESP_2019_1,1,9,17,101,9,17,2.69510782349057,99.0014090615871,101.696516885078
80,ESP_2019_1,1,9,97,101,9,97,1.7575564457314,99.0014090615871,100.758965507318
80,ESP_2019_1,1,6,38,101,6,38,2.43525588102199,99.0014090615871,101.436664942609
809,ESP_2019_1,1,7,25,101,7,25,4.17993617907892,97.4859510939208,101.665887273
81,ESP_2019_1,1,1,89,92,1,89,-0.215218944915364,92.7210957126732,92.5058767677579
81,ESP_2019_1,1,4,54,92,4,54,-0.370421251946055,92.7210957126732,92.3506744607272
810,ESP_2019_1,1,12,79,87,12,79,-3.09319571894817,90.4013575644428,87.3081618454946
810,ESP_2019_1,1,11,4,94,11,4,3.88105087363375,90.4013575644428,94.2824084380765
810,ESP_2019_1,1,10,63,87,10,63,-2.70654230285128,90.4013575644428,87.6948152615915
810,ESP_2019_1,1,4,94,92,4,94,1.58390882084871,90.4013575644428,91.9852663852915
810,ESP_2019_1,1,8,47,87,8,47,-2.57095102924492,90.4013575644428,87.8304065351978
82,ESP_2019_1,1,9,62,87,9,62,-1.23500724986808,88.7512076202743,87.5162003704062
82,ESP_2019_1,1,2,76,86,2,76,-2.2205720762247,88.7512076202743,86.5306355440496
82,ESP_2019_1,1,7,29,87,7,29,-1.10054966728485,88.7512076202743,87.6506579529894
89,ESP_2019_1,1,4,93,92,4,93,-0.333126159780988,92.3103300335115,91.9772038737305
89,ESP_2019_1,1,3,17,92,3,17,-0.663341871302606,92.3103300335115,91.6469881622089
9,ESP_2019_1,1,3,64,98,3,64,2.50855840366948,95.8148261849877,98.3233845886572
918,ESP_2019_1,1,11,8,87,11,8,-2.97927067651744,90.327827370718,87.3485566942006
929,ESP_2019_1,1,5,75,93,5,75,1.82290239492741,91.5645374744664,93.3874398693938
929,ESP_2019_1,1,8,22,87,8,22,-3.56527583475109,91.5645374744664,87.9992616397153
93,ESP_2019_1,1,13,35,94,13,35,-0.471498622922255,94.8269847728084,94.3554861498862
93,ESP_2019_1,1,8,4,93,8,4,-0.60984569305154,94.8269847728084,94.2171390797569
93,ESP_2019_1,1,7,123,93,7,123,-3.29439498628304,94.8269847728084,91.5325897865254
93,ESP_2019_1,1,11,79,101,11,79,6.44120676042248,94.8269847728084,101.268191533231
93,ESP_2019_1,1,10,84,94,10,84,-0.544899942023051,94.8269847728084,94.2820848307854
94,ESP_2019_1,1,2,85,86,2,85,-5.71987633314389,92.3982979732476,86.6784216401037
94,ESP_2019_1,1,12,52,94,12,52,1.99914488932235,92.3982979732476,94.3974428625699
94,ESP_2019_1,1,8,30,93,8,30,1.5190973263052,92.3982979732476,93.9173952995528
94,ESP_2019_1,1,10,103,94,10,103,1.29314733704868,92.3982979732476,93.6914453102962
95,ESP_2019_1,1,7,124,93,7,124,-1.36177388521153,92.8827985553436,91.521024670132
95,ESP_2019_1,1,8,57,93,8,57,0.937860999106547,92.8827985553436,93.8206595544501
950,ESP_2019_1,1,5,6,92,5,6,-0.253198415598717,93.0052693831744,92.7520709675757
950,ESP_2019_1,1,6,72,93,6,72,-0.0482251109866638,93.0052693831744,92.9570442721877
953,ESP_2019_1,1,7,42,93,7,42,-2.34691354700971,95.9503582083429,93.6034446613332
953,ESP_2019_1,1,6,78,101,6,78,4.99102448207957,95.9503582083429,100.941382690423
97,ESP_2019_1,1,7,16,87,7,16,-1.67699976928006,89.4969112706241,87.8199115013441
97,ESP_2019_1,1,9,78,87,9,78,-2.13331273750553,89.4969112706241,87.3635985331186
997,ESP_2019_1,1,4,20,92,4,20,-0.714970843461103,92.7080576378857,91.9930867944246
997,ESP_2019_1,1,6,79,93,6,79,0.116290598954279,92.7080576378857,92.82434823684
ACW_25358,ESP_2019_1,1,9,99,87,9,99,-2.2861631368727,88.9645206887893,86.6783575519166
ACW_25358,ESP_2019_1,1,12,45,87,12,45,-1.63849793478029,88.9645206887893,87.326022754009
ACW_25358,ESP_2019_1,1,10,82,87,10,82,-1.61987177280044,88.9645206887893,87.3446489159888
ACW_25358,ESP_2019_1,1,4,51,92,4,51,3.08508683121787,88.9645206887893,92.0496075200071
ACW_25358,ESP_2019_1,1,12,96,87,12,96,-1.88333763413301,88.9645206887893,87.0811830546562
ACW_25363,ESP_2019_1,1,1,50,85,1,50,-5.59666701708986,90.1245367019983,84.5278696849084
ACW_25363,ESP_2019_1,1,5,104,93,5,104,2.4140749108996,90.1245367019983,92.5386116128979
ACW_25365,ESP_2019_1,1,4,7,98,4,7,0.667878656644845,97.4954748602351,98.1633535168799
ACW_25365,ESP_2019_1,1,6,73,101,6,73,3.52158272983802,97.4954748602351,101.017057590073
ACW_25366,ESP_2019_1,1,13,45,94,13,45,0.94380051142096,93.5371137228285,94.4809142342494
ACW_25366,ESP_2019_1,1,10,2,94,10,2,1.22660567533454,93.5371137228285,94.763719398163
ACW_25366,ESP_2019_1,1,3,77,92,3,77,-1.07995503688836,93.5371137228285,92.4571586859401
ACW_25366,ESP_2019_1,1,13,87,94,13,87,0.932583341193919,93.5371137228285,94.4696970640224
ACW_25366,ESP_2019_1,1,1,34,92,1,34,-2.60511498603609,93.5371137228285,90.9319987367924
ACW_25366,ESP_2019_1,1,12,72,94,12,72,0.812581784136526,93.5371137228285,94.349695506965
ACW_25368,ESP_2019_1,1,8,38,93,8,38,-0.875474676316131,94.8083277017594,93.9328530254433
ACW_25368,ESP_2019_1,1,10,49,94,10,49,-0.113503164242047,94.8083277017594,94.6948245375173
ACW_25368,ESP_2019_1,1,2,83,92,2,83,-2.09510374328126,94.8083277017594,92.7132239584781
ACW_25368,ESP_2019_1,1,11,123,94,11,123,-1.56947966406972,94.8083277017594,93.2388480376897
ACW_25368,ESP_2019_1,1,12,19,101,12,19,6.15546886990508,94.8083277017594,100.963796571664
ACW_25371,ESP_2019_1,1,5,102,93,5,102,0.0117974570558488,92.6428690324784,92.6546664895343
ACW_25371,ESP_2019_1,1,3,34,92,3,34,-0.675676170992048,92.6428690324784,91.9671928614864
ACW_25372,ESP_2019_1,1,1,79,98,1,79,3.6276140969901,94.7328270262774,98.3604411232675
ACW_25372,ESP_2019_1,1,10,29,94,10,29,-0.131609974968967,94.7328270262774,94.6012170513085
ACW_25372,ESP_2019_1,1,6,26,93,6,26,-1.28616127428791,94.7328270262774,93.4466657519895
ACW_25372,ESP_2019_1,1,11,36,94,11,36,-0.346877468260843,94.7328270262774,94.3859495580166
ACW_25372,ESP_2019_1,1,12,82,94,12,82,-0.436569857352779,94.7328270262774,94.2962571689247
ACW_25375,ESP_2019_1,1,5,50,92,5,50,0.727795089695121,91.8453930269837,92.5731881166788
ACW_25375,ESP_2019_1,1,13,48,87,13,48,-4.37093114645204,91.8453930269837,87.4744618805317
ACW_25375,ESP_2019_1,1,6,104,93,6,104,0.152398334767184,91.8453930269837,91.9977913617509
ACW_25375,ESP_2019_1,1,10,98,94,10,98,2.02926233237696,91.8453930269837,93.8746553593607
ACW_25454,ESP_2019_1,1,13,89,101,13,89,6.59846135283365,94.7733185333935,101.371779886227
ACW_25454,ESP_2019_1,1,4,5,92,4,5,-2.65497413649133,94.7733185333935,92.1183443969021
ACW_25454,ESP_2019_1,1,12,25,94,12,25,-0.716093781453935,94.7733185333935,94.0572247519395
ACW_25454,ESP_2019_1,1,1,116,92,1,116,-1.81777972613487,94.7733185333935,92.9555388072586
ACW_25454,ESP_2019_1,1,10,1,94,10,1,0.0572794474605161,94.7733185333935,94.830597980854
ACW_25469,ESP_2019_1,1,8,99,93,8,99,1.33343681886591,91.3584481293235,92.6918849481894
ACW_25469,ESP_2019_1,1,8,11,87,8,11,-3.28193078826777,91.3584481293235,88.0765173410557
ACW_25580,ESP_2019_1,1,8,65,93,8,65,1.25653340094169,92.3874921383234,93.6440255392651
ACW_25580,ESP_2019_1,1,12,6,94,12,6,1.61141585739061,92.3874921383234,93.9989079957141
ACW_25580,ESP_2019_1,1,6,126,93,6,126,-1.17269594801826,92.3874921383234,91.2147961903052
ACW_25580,ESP_2019_1,1,13,84,94,13,84,2.11528141114933,92.3874921383234,94.5027735494728
ACW_25580,ESP_2019_1,1,10,10,87,10,10,-4.729828971941,92.3874921383234,87.6576631663824
ACW_25581,ESP_2019_1,1,6,92,93,6,92,0.030500009620738,92.4674918719621,92.4979918815829
ACW_25581,ESP_2019_1,1,2,28,92,2,28,-0.869782421290154,92.4674918719621,91.597709450672
ACW_25584,ESP_2019_1,1,9,52,93,9,52,0.684942538552974,92.9684612313718,93.6534037699248
ACW_25584,ESP_2019_1,1,7,112,93,7,112,-1.02317978657095,92.9684612313718,91.9452814448009
ACW_25586,ESP_2019_1,1,9,111,101,9,111,4.44794329915598,95.7837980879427,100.231741387099
ACW_25586,ESP_2019_1,1,8,50,93,8,50,-1.97041768755172,95.7837980879427,93.813380400391
ACW_25591,ESP_2019_1,1,6,114,86,6,114,-3.94864687888915,88.66459725447,84.7159503755809
ACW_25591,ESP_2019_1,1,7,6,87,7,6,-0.694105585751032,88.66459725447,87.970491668719
ACW_25592,ESP_2019_1,1,3,78,86,3,78,-3.99644695837615,90.5124983345662,86.51605137619
ACW_25592,ESP_2019_1,1,2,35,92,2,35,1.20187518921712,90.5124983345662,91.7143735237833
ACW_25607,ESP_2019_1,1,7,114,101,7,114,4.95532988013287,94.8774057524077,99.8327356325406
ACW_25607,ESP_2019_1,1,5,36,92,5,36,-2.26688808141056,94.8774057524077,92.6105176709972
ACW_25607,ESP_2019_1,1,13,124,94,13,124,-1.11744567352349,94.8774057524077,93.7599600788842
ACW_25619,ESP_2019_1,1,4,10,92,4,10,-0.43744642475545,92.4936096364623,92.0561632117069
ACW_25619,ESP_2019_1,1,4,83,92,4,83,-0.37571427040109,92.4936096364623,92.1178953660612
ACW_25622,ESP_2019_1,1,13,127,94,13,127,0.0885095443595247,93.5026959589763,93.5912055033358
ACW_25622,ESP_2019_1,1,8,18,93,8,18,0.436130888723383,93.5026959589763,93.9388268476997
ACW_25622,ESP_2019_1,1,5,83,93,5,83,-0.328562115701146,93.5026959589763,93.1741338432751
ACW_25628,ESP_2019_1,1,1,77,98,1,77,3.89662273420292,94.4529280863067,98.3495508205096
ACW_25628,ESP_2019_1,1,3,1,92,3,1,-2.75016850499691,94.4529280863067,91.7027595813098
DLO_12_066,ESP_2019_1,1,7,128,93,7,128,-1.01893830535518,92.348524342223,91.3295860368678
DLO_12_066,ESP_2019_1,1,3,65,92,3,65,0.0606703623595735,92.348524342223,92.4091947045825
DLO_12_084,ESP_2019_1,1,7,111,93,7,111,-2.51372262265484,94.4078830788283,91.8941604561735
DLO_12_084,ESP_2019_1,1,4,25,98,4,25,3.61512502839142,94.4078830788283,98.0230081072198
DLO_12_120,ESP_2019_1,1,9,50,93,9,50,0.55787063477068,93.1110077634572,93.6688783982278
DLO_12_120,ESP_2019_1,1,8,110,93,8,110,-0.753539781256976,93.1110077634572,92.3574679822002
DLO_12_140,ESP_2019_1,1,11,10,94,11,10,-0.511254560516136,94.7451769069709,94.2339223464548
DLO_12_140,ESP_2019_1,1,12,120,94,12,120,-1.30776543375308,94.7451769069709,93.4374114732178
DLO_12_140,ESP_2019_1,1,7,99,101,7,99,5.63125747654216,94.7451769069709,100.376434383513
DLO_12_140,ESP_2019_1,1,8,31,93,8,31,-0.847540308806998,94.7451769069709,93.8976365981639
DLO_12_140,ESP_2019_1,1,10,120,94,10,120,-1.5259499019285,94.7451769069709,93.2192270050424
DLO_12_141,ESP_2019_1,1,5,26,92,5,26,-0.121235173815833,92.7167169728024,92.5954817989865
DLO_12_141,ESP_2019_1,1,3,107,92,3,107,-0.468784425485922,92.7167169728024,92.2479325473164
DLO_12_162,ESP_2019_1,1,12,113,87,12,113,-3.4480270428046,90.0185089463358,86.5704819035312
DLO_12_162,ESP_2019_1,1,2,106,92,2,106,2.7490707455526,90.0185089463358,92.7675796918884
DLO_12_162,ESP_2019_1,1,1,2,92,1,2,-0.0639946589834608,90.0185089463358,89.9545142873524
DLO_12_162,ESP_2019_1,1,13,44,87,13,44,-2.52568494922073,90.0185089463358,87.4928239971151
DLO_12_221,ESP_2019_1,1,10,106,94,10,106,0.288827745987462,93.3549556024856,93.6437833484731
DLO_12_221,ESP_2019_1,1,13,110,94,13,110,0.710814737397726,93.3549556024856,94.0657703398833
DLO_12_221,ESP_2019_1,1,4,6,92,4,6,-1.27172281671545,93.3549556024856,92.0832327857702
DLO_12_221,ESP_2019_1,1,11,13,94,11,13,0.880635854745862,93.3549556024856,94.2355914572315
DLO_12_221,ESP_2019_1,1,2,93,92,2,93,-0.560239915875286,93.3549556024856,92.7947156866103
DLO_12_233,ESP_2019_1,1,2,95,98,2,95,3.476966071219,95.3444784830178,98.8214445542368
DLO_12_233,ESP_2019_1,1,8,39,93,8,39,-1.43882654024111,95.3444784830178,93.9056519427767
DLO_12_259,ESP_2019_1,1,6,106,93,6,106,-0.979893457789032,92.9434000668801,91.9635066090911
DLO_12_259,ESP_2019_1,1,7,55,93,7,55,0.616591253146027,92.9434000668801,93.5599913200261
DLO_12_289,ESP_2019_1,1,11,86,87,11,86,-4.98660131538874,92.1353931923936,87.1487918770048
DLO_12_289,ESP_2019_1,1,10,97,94,10,97,1.81684758656736,92.1353931923936,93.9522407789609
DLO_12_289,ESP_2019_1,1,1,65,92,1,65,-0.0990733542387829,92.1353931923936,92.0363198381548
DLO_12_289,ESP_2019_1,1,11,11,94,11,11,2.09739574026881,92.1353931923936,94.2327889326624
FuGa_015,ESP_2019_1,1,9,81,93,9,81,-0.314160886633232,93.5628882014593,93.2487273148261
FuGa_015,ESP_2019_1,1,8,9,93,8,9,0.570440554494653,93.5628882014593,94.1333287559539
FuGa_016,ESP_2019_1,1,9,23,101,9,23,3.72282971011121,97.9981696385075,101.720999348619
FuGa_016,ESP_2019_1,1,13,18,101,13,18,3.05838414628586,97.9981696385075,101.056553784793
FuGa_016,ESP_2019_1,1,11,99,94,11,99,-4.15276968650782,97.9981696385075,93.8453999519997
FuGa_016,ESP_2019_1,1,4,119,98,4,119,-0.574741032618235,97.9981696385075,97.4234286058893
FuGa_016,ESP_2019_1,1,10,107,101,10,107,2.63852909280782,97.9981696385075,100.636698731315
FuGa_140,ESP_2019_1,1,6,121,101,6,121,3.0668860661952,96.3730693768745,99.4399554430697
FuGa_187,ESP_2019_1,1,10,26,94,10,26,-1.50038758814257,96.1303588827528,94.6299712946102
FuGa_187,ESP_2019_1,1,4,96,108,4,96,11.8136241662872,96.1303588827528,107.94398304904
FuGa_187,ESP_2019_1,1,11,72,94,11,72,-1.79606600249522,96.1303588827528,94.3342928802575
FuGa_187,ESP_2019_1,1,13,43,94,13,43,-1.62864641221597,96.1303588827528,94.5017124705368
FuGa_187,ESP_2019_1,1,4,14,92,4,14,-4.06438531712878,96.1303588827528,92.065973565624
FuGa_215,ESP_2019_1,1,5,38,92,5,38,-0.256241059124903,92.8958796025456,92.6396385434207
FuGa_215,ESP_2019_1,1,5,99,93,5,99,-0.154588800417628,92.8958796025456,92.741290802128
FuGa_217,ESP_2019_1,1,8,15,93,8,15,0.952227466116156,93.068164217275,94.0203916833912
FuGa_217,ESP_2019_1,1,4,97,92,4,97,-1.19074664166128,93.068164217275,91.8774175756138
FuGa_243,ESP_2019_1,1,9,51,101,9,51,3.77554079998207,97.6897617310508,101.465302531033
FuGa_243,ESP_2019_1,1,3,98,98,3,98,0.608236855859076,97.6897617310508,98.2979985869099
FuGa_270,ESP_2019_1,1,8,128,101,8,128,3.17827984322227,96.4844463008883,99.6627261441105
FuGa_275,ESP_2019_1,1,1,114,92,1,114,1.32903938535235,91.5919448176409,92.9209842029933
