Genotype,Envir,Management,Row,Position,Flowering_begin,R,P,Flowering_begin_spats_residuals,Flowering_begin_spats_geno_pred_values,Flowering_begin_spats_adj_pheno
51,CHE_2023_1,1,28,79,122,28,79,2.20724972640377,119.464821678798,121.672071405202
515,CHE_2023_1,1,23,25,118,23,25,0.671669795856346,117.034530206361,117.706200002218
515,CHE_2023_1,1,25,76,116,25,76,-1.05007876286767,117.034530206361,115.984451443494
52,CHE_2023_1,1,28,14,114,28,14,0.550772002385756,113.642637613388,114.193409615774
52,CHE_2023_1,1,26,82,112,26,82,-1.9107017822232,113.642637613388,111.731935831165
522,CHE_2023_1,1,29,45,116,29,45,1.0817167465022,115.529046648139,116.610763394642
522,CHE_2023_1,1,23,29,114,23,29,-1.89577142022725,115.529046648139,113.633275227912
526,CHE_2023_1,1,24,45,124,24,45,2.93822141297412,120.583717670611,123.521939083585
526,CHE_2023_1,1,32,5,118,32,5,-2.2895927397015,120.583717670611,118.294124930909
533,CHE_2023_1,1,28,81,122,28,81,2.16533706444177,119.440715890523,121.606052954965
533,CHE_2023_1,1,23,32,118,23,32,-1.84746179962845,119.440715890523,117.593254090895
543,CHE_2023_1,1,23,7,122,23,7,3.01674352787209,119.142879384637,122.159622912509
543,CHE_2023_1,1,32,58,116,32,58,-2.78505399015201,119.142879384637,116.357825394485
546,CHE_2023_1,1,30,54,124,30,54,0.983960584407001,123.310343698783,124.29430428319
546,CHE_2023_1,1,24,23,124,24,23,0.453678979419422,123.310343698783,123.764022678202
548,CHE_2023_1,1,28,27,116,28,27,-0.128866806106487,116.672387361845,116.543520555739
548,CHE_2023_1,1,30,53,116,30,53,-0.354336381053429,116.672387361845,116.318050980792
549,CHE_2023_1,1,27,25,114,27,25,-1.79270130727704,116.535668342149,114.742967034872
549,CHE_2023_1,1,26,63,118,26,63,1.26993538053648,116.535668342149,117.805603722685
55,CHE_2023_1,1,24,71,118,24,71,-0.329561915573564,118.069670828822,117.740108913248
55,CHE_2023_1,1,32,18,118,32,18,0.250694292310044,118.069670828822,118.320365121132
56,CHE_2023_1,1,31,5,114,31,5,-0.458900491173225,114.420997105058,113.962096613884
56,CHE_2023_1,1,23,58,114,23,58,-0.67579337095961,114.420997105058,113.745203734098
560,CHE_2023_1,1,23,72,118,23,72,-0.133864449850933,118.135419985112,118.001555535261
560,CHE_2023_1,1,26,25,118,26,25,0.0740228315555385,118.135419985112,118.209442816668
562,CHE_2023_1,1,36,64,116,36,64,-0.508646410560715,116.10029150669,115.591645096129
562,CHE_2023_1,1,36,27,116,36,27,-0.140105647436258,116.10029150669,115.960185859254
564,CHE_2023_1,1,32,62,122,32,62,2.13884360638747,120.126043376499,122.264886982886
564,CHE_2023_1,1,28,25,118,28,25,-1.62265333818004,120.126043376499,118.503390038319
565,CHE_2023_1,1,23,74,124,23,74,1.55316884094304,122.488061751726,124.04123059267
565,CHE_2023_1,1,33,35,122,33,35,-0.353475150378799,122.488061751726,122.134586601348
567,CHE_2023_1,1,24,53,122,24,53,-0.858492059886586,122.392803080707,121.534311020821
567,CHE_2023_1,1,29,22,124,29,22,2.03062050018259,122.392803080707,124.42342358089
57,CHE_2023_1,1,29,64,118,29,64,0.0694186394703422,118.07279974872,118.14221838819
57,CHE_2023_1,1,24,11,118,24,11,-0.147380839016179,118.07279974872,117.925418909704
570,CHE_2023_1,1,23,75,128,23,75,2.18139469050071,125.880577026681,128.061971717182
575,CHE_2023_1,1,35,61,114,35,61,-1.04054489390238,114.746352598088,113.705807704186
577,CHE_2023_1,1,31,74,122,31,74,1.96818914393454,119.708503431837,121.676692575772
577,CHE_2023_1,1,33,34,118,33,34,-1.57282349933757,119.708503431837,118.1356799325
58,CHE_2023_1,1,33,23,128,33,23,0.157765196540893,128.024111991361,128.181877187902
58,CHE_2023_1,1,27,44,130,27,44,2.64390980154181,128.024111991361,130.668021792903
582,CHE_2023_1,1,24,60,118,24,60,0.459507290938149,117.135623087787,117.595130378725
582,CHE_2023_1,1,30,30,116,30,30,-0.808662746988318,117.135623087787,116.326960340798
584,CHE_2023_1,1,36,58,118,36,58,-0.405508648532091,117.953317986158,117.547809337626
584,CHE_2023_1,1,36,17,118,36,17,0.292971699493506,117.953317986158,118.246289685651
587,CHE_2023_1,1,25,63,122,25,63,0.795314561933793,121.09062773583,121.885942297764
592,CHE_2023_1,1,33,42,124,33,42,1.49078738728262,122.652101483055,124.142888870337
592,CHE_2023_1,1,32,55,122,32,55,-0.243625091502807,122.652101483055,122.408476391552
6,CHE_2023_1,1,33,39,114,33,39,-1.97404415041881,116.111225045445,114.137180895026
6,CHE_2023_1,1,29,84,118,29,84,1.32845595906926,116.111225045445,117.439681004514
601,CHE_2023_1,1,29,77,114,29,77,-1.09351107570339,114.817877621475,113.724366545772
601,CHE_2023_1,1,32,78,116,32,78,0.929298897271934,114.817877621475,115.747176518747
601,CHE_2023_1,1,24,7,114,24,7,-0.855635332765402,114.817877621475,113.96224228871
603,CHE_2023_1,1,23,2,116,23,2,-0.18884105251972,116.486523587758,116.297682535238
603,CHE_2023_1,1,27,74,116,27,74,-0.348146020072008,116.486523587758,116.138377567686
61,CHE_2023_1,1,30,56,124,30,56,4.24055513769254,120.001724858692,124.242279996384
61,CHE_2023_1,1,33,14,116,33,14,-3.7603392434679,120.001724858692,116.241385615224
65,CHE_2023_1,1,35,63,118,35,63,0.250441133967129,117.450122820395,117.700563954362
65,CHE_2023_1,1,32,2,116,32,2,-1.17873838504266,117.450122820395,116.271384435353
65,CHE_2023_1,1,23,73,116,23,73,-1.42898184132912,117.450122820395,116.021140979066
65,CHE_2023_1,1,27,54,118,27,54,1.01345973690304,117.450122820395,118.463582557298
65,CHE_2023_1,1,31,37,116,31,37,-1.12468092793307,117.450122820395,116.325441892462
65,CHE_2023_1,1,33,43,116,33,43,-1.30481750644859,117.450122820395,116.145305313947
65,CHE_2023_1,1,36,22,122,36,22,4.64769988090413,117.450122820395,122.097822701299
65,CHE_2023_1,1,31,38,116,31,38,-1.11301308721984,117.450122820395,116.337109733175
65,CHE_2023_1,1,23,69,118,23,69,0.49545630970546,117.450122820395,117.945579130101
65,CHE_2023_1,1,26,22,118,26,22,0.734266636864106,117.450122820395,118.184389457259
65,CHE_2023_1,1,30,58,116,30,58,-1.26336356861401,117.450122820395,116.186759251781
65,CHE_2023_1,1,32,10,118,32,10,0.865535030674153,117.450122820395,118.315657851069
65,CHE_2023_1,1,33,67,118,33,67,0.463488703866318,117.450122820395,117.913611524262
65,CHE_2023_1,1,33,37,116,33,37,-1.31489996384354,117.450122820395,116.135222856552
652,CHE_2023_1,1,35,9,114,35,9,-0.273609509901974,114.662680557332,114.38907104743
652,CHE_2023_1,1,34,45,114,34,45,-0.791147780827117,114.662680557332,113.871532776504
653,CHE_2023_1,1,28,37,114,28,37,-0.836706675604717,115.45076694547,114.614060269865
66,CHE_2023_1,1,31,72,124,31,72,0.5605407094383,123.190621969532,123.75116267897
66,CHE_2023_1,1,34,26,124,34,26,0.842454665108676,123.190621969532,124.033076634641
662,CHE_2023_1,1,31,33,114,31,33,-0.368994225521419,114.641914902939,114.272920677417
662,CHE_2023_1,1,30,66,114,30,66,-0.70177207681968,114.641914902939,113.940142826119
67,CHE_2023_1,1,27,14,130,27,14,1.82700508527248,128.663393919936,130.490399005209
67,CHE_2023_1,1,31,70,130,31,70,1.15966059307544,128.663393919936,129.823054513012
670,CHE_2023_1,1,27,19,118,27,19,0.454880175627011,118.162911140713,118.61779131634
670,CHE_2023_1,1,24,65,118,24,65,-0.506766606471729,118.162911140713,117.656144534241
673,CHE_2023_1,1,29,16,122,29,16,-0.0576692744729428,122.320031475019,122.262362200547
673,CHE_2023_1,1,24,43,124,24,43,1.20873960528958,122.320031475019,123.528771080309
676,CHE_2023_1,1,35,25,112,35,25,-0.648937340561176,112.70704354162,112.058106201059
676,CHE_2023_1,1,34,67,112,34,67,-0.981727737823377,112.70704354162,111.725315803797
678,CHE_2023_1,1,31,58,118,31,58,1.90828817149381,116.296854246973,118.205142418467
678,CHE_2023_1,1,23,21,114,23,21,-2.50016035628548,116.296854246973,113.796693890687
68,CHE_2023_1,1,23,13,112,23,13,-1.45725879629318,113.456821226134,111.999562429841
68,CHE_2023_1,1,30,78,114,30,78,0.0435588434754237,113.456821226134,113.500380069609
681,CHE_2023_1,1,34,31,130,34,31,1.50006734678595,128.464613902728,129.964681249514
681,CHE_2023_1,1,31,68,130,31,68,1.42907683914549,128.464613902728,129.893690741873
691,CHE_2023_1,1,24,57,122,24,57,0.723219281972376,120.841484321963,121.564703603935
697,CHE_2023_1,1,31,44,116,31,44,-0.222758033465496,116.600821530765,116.378063497299
697,CHE_2023_1,1,32,15,116,32,15,-0.281154345028313,116.600821530765,116.319667185737
71,CHE_2023_1,1,27,52,116,27,52,-0.98829988503087,117.492835947941,116.50453606291
71,CHE_2023_1,1,33,15,118,33,15,0.74251204668694,117.492835947941,118.235347994628
72,CHE_2023_1,1,28,67,124,28,67,0.425462340070311,123.571921374008,123.997383714078
72,CHE_2023_1,1,29,39,124,29,39,1.0878706383816,123.571921374008,124.659792012389
722,CHE_2023_1,1,31,65,118,31,65,-0.077789516040184,118.073396500104,117.995606984064
737,CHE_2023_1,1,23,67,109,23,67,-5.08432531391213,113.993895266781,108.909569952869
737,CHE_2023_1,1,28,2,118,28,2,3.82603987805631,113.993895266781,117.819935144838
739,CHE_2023_1,1,36,72,116,36,72,-1.65919433932072,117.344421892642,115.685227553321
739,CHE_2023_1,1,24,56,118,24,56,0.211030207078025,117.344421892642,117.55545209972
739,CHE_2023_1,1,34,73,118,34,73,0.276108904623712,117.344421892642,117.620530797265
739,CHE_2023_1,1,25,27,116,25,27,-1.18472493253975,117.344421892642,116.159696960102
739,CHE_2023_1,1,32,29,118,32,29,1.00656892154231,117.344421892642,118.350990814184
739,CHE_2023_1,1,24,20,118,24,20,0.466658632303634,117.344421892642,117.811080524945
739,CHE_2023_1,1,35,35,118,35,35,0.517566547907407,117.344421892642,117.861988440549
739,CHE_2023_1,1,36,8,118,36,8,1.19499697043767,117.344421892642,118.539418863079
739,CHE_2023_1,1,34,79,118,34,79,0.181326964207244,117.344421892642,117.525748856849
739,CHE_2023_1,1,23,5,118,23,5,0.870355743488659,117.344421892642,118.21477763613
739,CHE_2023_1,1,24,8,116,24,8,-1.39027545582746,117.344421892642,115.954146436814
739,CHE_2023_1,1,29,53,116,29,53,-0.900242341818597,117.344421892642,116.444179550823
739,CHE_2023_1,1,29,57,118,29,57,0.992519173945269,117.344421892642,118.336941066587
739,CHE_2023_1,1,30,35,118,30,35,1.05600956665012,117.344421892642,118.400431459292
739,CHE_2023_1,1,31,59,116,31,59,-1.16587309668029,117.344421892642,116.178548795961
739,CHE_2023_1,1,33,60,116,33,60,-1.27863695180055,117.344421892642,116.065784940841
739,CHE_2023_1,1,27,46,116,27,46,-0.715642296951813,117.344421892642,116.62877959569
739,CHE_2023_1,1,28,41,118,28,41,1.23271298185369,117.344421892642,118.577134874495
74,CHE_2023_1,1,29,54,124,29,54,0.872633586300012,123.545566824947,124.418200411247
74,CHE_2023_1,1,26,35,124,26,35,0.633073107501801,123.545566824947,124.178639932449
740,CHE_2023_1,1,33,44,122,33,44,2.78657610279578,119.360741884451,122.147317987247
740,CHE_2023_1,1,30,61,118,30,61,-1.26314055549342,119.360741884451,118.097601328957
740,CHE_2023_1,1,25,30,118,25,30,-1.22870256936683,119.360741884451,118.132039315084
743,CHE_2023_1,1,33,69,114,33,69,-0.615309860583821,114.476216194211,113.860906333627
743,CHE_2023_1,1,27,13,114,27,13,-0.012347745052395,114.476216194211,114.463868449158
743,CHE_2023_1,1,27,82,114,27,82,-0.491057364540268,114.476216194211,113.98515882967
748,CHE_2023_1,1,24,41,118,24,41,-0.339803950290147,117.879603421917,117.539799471627
748,CHE_2023_1,1,29,66,118,29,66,0.205936025394365,117.879603421917,118.085539447311
75,CHE_2023_1,1,33,8,114,33,8,-0.467415045146936,114.728530082676,114.261115037529
75,CHE_2023_1,1,33,45,114,33,45,-0.57828719655916,114.728530082676,114.150242886117
750,CHE_2023_1,1,27,32,114,27,32,-1.84202613066869,116.645108040079,114.80308190941
750,CHE_2023_1,1,29,69,118,29,69,1.35092905496745,116.645108040079,117.996037095047
757,CHE_2023_1,1,32,48,128,32,48,2.96892576499127,125.492277955299,128.461203720291
757,CHE_2023_1,1,29,30,124,29,30,-0.899894190277905,125.492277955299,124.592383765022
764,CHE_2023_1,1,30,15,122,30,15,0.541253910380164,121.503130981251,122.044384891631
764,CHE_2023_1,1,25,59,122,25,59,0.373427792357873,121.503130981251,121.876558773608
77,CHE_2023_1,1,34,25,118,34,25,1.56853158406113,116.479105210208,118.047636794269
77,CHE_2023_1,1,31,48,114,31,48,-2.10766533192738,116.479105210208,114.37143987828
779,CHE_2023_1,1,28,74,114,28,74,-1.01469801300222,114.835673010586,113.820974997584
7828,CHE_2023_1,1,33,22,114,33,22,-0.536931166676339,114.724988511668,114.188057344991
7828,CHE_2023_1,1,30,57,114,30,57,-0.509795908676196,114.724988511668,114.215192602991
786,CHE_2023_1,1,29,12,118,29,12,-0.0441367920008986,118.189691971286,118.145555179285
787,CHE_2023_1,1,30,50,118,30,50,-1.60923028787708,119.988642813677,118.3794125258
787,CHE_2023_1,1,31,16,122,31,16,2.08566059659066,119.988642813677,122.074303410268
8,CHE_2023_1,1,23,6,112,23,6,-3.51544126354118,115.702585079152,112.18714381561
8,CHE_2023_1,1,32,44,118,32,44,2.75160385855192,115.702585079152,118.454188937703
80,CHE_2023_1,1,35,55,118,35,55,-0.141102869020528,117.85460124869,117.71349837967
809,CHE_2023_1,1,26,5,130,26,5,3.78205538659957,126.135118766724,129.917174153324
809,CHE_2023_1,1,27,47,124,27,47,-1.52700328840166,126.135118766724,124.608115478322
81,CHE_2023_1,1,25,81,116,25,81,0.494425820162249,115.526647814642,116.021073634804
81,CHE_2023_1,1,26,29,114,26,29,-1.30917465059792,115.526647814642,114.217473164044
810,CHE_2023_1,1,23,59,114,23,59,-0.632743744047659,114.39599272576,113.763248981713
810,CHE_2023_1,1,34,40,114,34,40,-0.509185700586585,114.39599272576,113.886807025174
82,CHE_2023_1,1,29,75,111,29,75,-1.12430782301158,111.922196719987,110.797888896975
82,CHE_2023_1,1,25,22,111,25,22,-0.733470428682139,111.922196719987,111.188726291305
89,CHE_2023_1,1,27,69,116,27,69,-0.930595015471752,117.143607695378,116.213012679907
89,CHE_2023_1,1,23,24,118,23,24,0.583750086160933,117.143607695378,117.727357781539
9,CHE_2023_1,1,27,2,122,27,2,2.4346128822928,119.729897353704,122.164510235997
9,CHE_2023_1,1,30,73,118,30,73,-2.03305642268487,119.729897353704,117.696840931019
929,CHE_2023_1,1,23,76,122,23,76,2.99876778746204,119.084971314786,122.083739102248
929,CHE_2023_1,1,27,7,116,27,7,-2.78383525906091,119.084971314786,116.301136055725
93,CHE_2023_1,1,23,53,118,23,53,-0.153057330714915,117.813289592794,117.66023226208
94,CHE_2023_1,1,25,3,118,25,3,-1.52589177823006,119.656571463458,118.130679685228
94,CHE_2023_1,1,23,44,122,23,44,1.90622973358946,119.656571463458,121.562801197048
95,CHE_2023_1,1,28,62,116,28,62,-0.389431290782611,116.501259304617,116.111828013834
95,CHE_2023_1,1,32,30,116,32,30,-0.14329166895989,116.501259304617,116.357967635657
950,CHE_2023_1,1,28,45,118,28,45,0.0377048880065161,118.472516527409,118.510221415416
953,CHE_2023_1,1,26,10,116,26,10,-1.09292073178305,117.102385417184,116.009464685401
953,CHE_2023_1,1,26,59,118,26,59,0.734147204236649,117.102385417184,117.836532621421
97,CHE_2023_1,1,34,36,118,34,36,1.48222258658959,116.430627153022,117.912849739611
97,CHE_2023_1,1,30,49,114,30,49,-2.03538455639648,116.430627153022,114.395242596625
997,CHE_2023_1,1,31,9,116,31,9,-0.446658103294027,116.455192005611,116.008533902317
997,CHE_2023_1,1,31,50,116,31,50,-0.0993954710022678,116.455192005611,116.355796534608
ACW_25358,CHE_2023_1,1,35,10,118,35,10,0.313336502947337,118.055698987185,118.369035490132
ACW_25358,CHE_2023_1,1,35,76,118,35,76,-0.396247194493455,118.055698987185,117.659451792691
ACW_25363,CHE_2023_1,1,34,54,116,34,54,-0.422277894145651,116.280683005307,115.858405111162
ACW_25363,CHE_2023_1,1,34,21,116,34,21,-0.174273805055279,116.280683005307,116.106409200252
ACW_25365,CHE_2023_1,1,34,46,124,34,46,0.589033068927947,123.281250718816,123.870283787744
ACW_25365,CHE_2023_1,1,35,22,124,35,22,0.840187783349762,123.281250718816,124.121438502165
ACW_25366,CHE_2023_1,1,32,37,118,32,37,0.243472263232903,118.166755681022,118.410227944255
ACW_25366,CHE_2023_1,1,34,44,118,34,44,-0.294246189413641,118.166755681022,117.872509491609
ACW_25368,CHE_2023_1,1,34,2,118,34,2,0.245066931422898,118.051230440097,118.29629737152
ACW_25368,CHE_2023_1,1,35,50,118,35,50,-0.329270698103485,118.051230440097,117.721959741993
ACW_25371,CHE_2023_1,1,34,10,118,34,10,0.233042276310329,118.004076528753,118.237118805064
ACW_25371,CHE_2023_1,1,34,70,118,34,70,-0.330891093392935,118.004076528753,117.67318543536
ACW_25372,CHE_2023_1,1,35,30,118,35,30,-1.67428255685583,119.628923377216,117.95464082036
ACW_25372,CHE_2023_1,1,35,70,122,35,70,2.04661991333458,119.628923377216,121.67554329055
ACW_25375,CHE_2023_1,1,34,76,122,34,76,0.110187288019475,121.459671221886,121.569858509906
ACW_25375,CHE_2023_1,1,33,1,122,33,1,0.791918350716856,121.459671221886,122.251589572603
ACW_25454,CHE_2023_1,1,33,59,118,33,59,-0.138356765202062,118.22024517785,118.081888412648
ACW_25454,CHE_2023_1,1,32,22,118,32,22,0.103061234331776,118.22024517785,118.323306412182
ACW_25469,CHE_2023_1,1,32,52,116,32,52,-0.426188268488474,116.869416785779,116.443228517291
ACW_25580,CHE_2023_1,1,35,43,114,35,43,-0.836509730720593,114.596445242158,113.759935511437
ACW_25580,CHE_2023_1,1,35,11,114,35,11,-0.247414246041473,114.596445242158,114.349030996116
ACW_25581,CHE_2023_1,1,31,12,116,31,12,0.402211042801824,115.635599703277,116.037810746079
ACW_25581,CHE_2023_1,1,32,43,114,32,43,-1.18543218084649,115.635599703277,114.450167522431
ACW_25584,CHE_2023_1,1,35,47,122,35,47,2.88864775902482,118.844129769383,121.732777528407
ACW_25584,CHE_2023_1,1,35,23,116,35,23,-2.74340817723859,118.844129769383,116.100721592144
ACW_25586,CHE_2023_1,1,31,8,118,31,8,0.101184765125538,117.896527871431,117.997712636557
ACW_25586,CHE_2023_1,1,35,82,118,35,82,-0.230155217890584,117.896527871431,117.666372653541
ACW_25591,CHE_2023_1,1,34,48,111,34,48,-2.43010733568914,113.298810638983,110.868703303294
ACW_25591,CHE_2023_1,1,34,6,114,34,6,0.970683446843196,113.298810638983,114.269494085826
ACW_25592,CHE_2023_1,1,34,75,116,34,75,-0.476400133061659,116.062542404852,115.586142271791
ACW_25592,CHE_2023_1,1,35,34,116,35,34,-0.183275481062978,116.062542404852,115.879266923789
ACW_25607,CHE_2023_1,1,34,66,118,34,66,-0.154601950195783,117.895962773773,117.741360823577
ACW_25607,CHE_2023_1,1,34,35,118,34,35,0.0254679736462435,117.895962773773,117.921430747419
ACW_25619,CHE_2023_1,1,34,8,111,34,8,-2.04058660676755,113.295026997376,111.254440390609
ACW_25619,CHE_2023_1,1,34,43,114,34,43,0.580067835673873,113.295026997376,113.87509483305
ACW_25622,CHE_2023_1,1,34,60,116,34,60,-0.566065825409737,116.386034627149,115.81996880174
DLO_12_066,CHE_2023_1,1,33,6,128,33,6,5.8000340305413,122.461235674865,128.261269705406
DLO_12_066,CHE_2023_1,1,32,75,118,32,75,-4.6081030718576,122.461235674865,117.853132603007
DLO_12_084,CHE_2023_1,1,34,78,124,34,78,1.21584996017614,122.324177546889,123.540027507065
DLO_12_084,CHE_2023_1,1,33,5,122,33,5,-0.0635798697208116,122.324177546889,122.260597677168
DLO_12_120,CHE_2023_1,1,33,78,122,33,78,0.133383966302517,121.47982265146,121.613206617762
DLO_12_120,CHE_2023_1,1,33,2,122,33,2,0.774552944206803,121.47982265146,122.254375595667
DLO_12_140,CHE_2023_1,1,34,83,122,34,83,1.84374875885266,119.634770523072,121.478519281924
DLO_12_140,CHE_2023_1,1,31,25,118,31,25,-1.46971939851585,119.634770523072,118.165051124556
DLO_12_141,CHE_2023_1,1,31,26,118,31,26,0.870341543671728,117.306971442349,118.177312986021
DLO_12_141,CHE_2023_1,1,33,54,116,33,54,-1.16991347912484,117.306971442349,116.137057963224
DLO_12_162,CHE_2023_1,1,33,46,124,33,46,1.57967938915405,122.572494033481,124.152173422635
DLO_12_162,CHE_2023_1,1,31,29,122,31,29,-0.355553308841138,122.572494033481,122.21694072464
DLO_12_221,CHE_2023_1,1,33,4,124,33,4,0.807993828862379,123.451004095308,124.25899792417
DLO_12_221,CHE_2023_1,1,31,61,124,31,61,0.67034900104521,123.451004095308,124.121353096353
DLO_12_233,CHE_2023_1,1,34,71,116,34,71,-0.599300630165203,116.255137708011,115.655837077846
DLO_12_233,CHE_2023_1,1,33,12,116,33,12,-0.00464317839039552,116.255137708011,116.250494529621
DLO_12_259,CHE_2023_1,1,33,55,118,33,55,0.00883473669506429,118.120243283346,118.129078020041
DLO_12_259,CHE_2023_1,1,31,13,118,31,13,-0.073068076793632,118.120243283346,118.047175206552
DLO_12_289,CHE_2023_1,1,31,11,116,31,11,0.54130716340309,115.487037706212,116.028344869615
DLO_12_289,CHE_2023_1,1,33,56,114,33,56,-1.36751807430156,115.487037706212,114.11951963191
FuGa_015,CHE_2023_1,1,35,69,122,35,69,0.191227550098731,121.488417009628,121.679644559727
FuGa_015,CHE_2023_1,1,34,13,122,34,13,0.719196332266193,121.488417009628,122.207613341894
FuGa_016,CHE_2023_1,1,35,52,122,35,52,0.757546581648938,120.960110959308,121.717657540957
FuGa_140,CHE_2023_1,1,34,1,122,34,1,-0.0926357113893772,122.395364052987,122.302728341597
FuGa_140,CHE_2023_1,1,35,75,124,35,75,1.26550522691856,122.395364052987,123.660869279905
FuGa_215,CHE_2023_1,1,35,66,122,35,66,0.384602157559613,121.306687403333,121.691289560893
FuGa_215,CHE_2023_1,1,35,41,122,35,41,0.473234154298382,121.306687403333,121.779921557632
FuGa_217,CHE_2023_1,1,34,62,122,34,62,-0.632880248919349,122.430275364485,121.797395115566
FuGa_217,CHE_2023_1,1,34,9,124,34,9,1.81585214177916,122.430275364485,124.246127506265
FuGa_243,CHE_2023_1,1,35,38,118,35,38,-2.65554518066818,120.472639136286,117.817093955618
FuGa_243,CHE_2023_1,1,35,45,124,35,45,3.27203076853665,120.472639136286,123.744669904823
FuGa_270,CHE_2023_1,1,34,14,118,34,14,0.216377816423687,117.980431744665,118.196809561089
FuGa_270,CHE_2023_1,1,35,78,118,35,78,-0.321068786393141,117.980431744665,117.659362958272
FuGa_275,CHE_2023_1,1,35,29,116,35,29,-0.531472590598312,116.505580270391,115.974107679792
FuGa_352,CHE_2023_1,1,36,20,118,36,20,0.170720826356572,117.985951180376,118.156672006733
FuGa_352,CHE_2023_1,1,35,57,118,35,57,-0.27381462280799,117.985951180376,117.712136557568
FuPi_005,CHE_2023_1,1,31,40,118,31,40,0.00328680502454404,118.353576165468,118.356862970492
FuPi_013,CHE_2023_1,1,31,4,116,31,4,-1.18200823666629,117.13114481379,115.949136577124
FuPi_013,CHE_2023_1,1,33,65,118,33,65,0.83155689078086,117.13114481379,117.962701704571
FuPi_023,CHE_2023_1,1,33,68,118,33,68,0.82031805232441,117.067215421493,117.887533473818
FuPi_023,CHE_2023_1,1,34,42,116,34,42,-1.18926881332118,117.067215421493,115.877946608172
FuPi_052,CHE_2023_1,1,32,76,116,32,76,-3.84567595355873,119.663592563773,115.817916610214
FuPi_052,CHE_2023_1,1,34,39,124,34,39,4.22804562304172,119.663592563773,123.891638186815
FuPi_054,CHE_2023_1,1,33,79,124,33,79,1.2940408849329,122.292163941824,123.586204826757
FuPi_054,CHE_2023_1,1,33,41,122,33,41,-0.151034654934037,122.292163941824,122.14112928689
FuPi_087,CHE_2023_1,1,34,27,124,34,27,1.27392918673966,122.744601222233,124.018530408972
FuPi_097,CHE_2023_1,1,33,28,116,33,28,-0.193297016360347,116.346505022423,116.153208006063
FuPi_097,CHE_2023_1,1,31,66,116,31,66,-0.38420759394532,116.346505022423,115.962297428478
FuPi_106,CHE_2023_1,1,34,29,122,34,29,0.818861587557322,121.172000418666,121.990862006223
FuPi_107,CHE_2023_1,1,34,33,122,34,33,0.263603859077662,121.678121128261,121.941724987338
FuPi_107,CHE_2023_1,1,31,45,122,31,45,0.701715199243722,121.678121128261,122.379836327505
FuPi_114,CHE_2023_1,1,34,22,122,34,22,0.540284944879105,121.550522069648,122.090807014527
FuPi_114,CHE_2023_1,1,33,66,122,33,66,0.388110440804496,121.550522069648,121.938632510453
GaCr_002,CHE_2023_1,1,33,63,118,33,63,0.864520463508441,117.142994071439,118.007514534948
GaCr_002,CHE_2023_1,1,34,34,116,34,34,-1.21154295878006,117.142994071439,115.931451112659
GaCr_010,CHE_2023_1,1,31,6,116,31,6,-0.168600998529797,116.142870547464,115.974269548934
GaCr_010,CHE_2023_1,1,32,80,116,32,80,-0.467829851302298,116.142870547464,115.675040696162
GaCr_017,CHE_2023_1,1,33,72,116,33,72,-0.400230309549514,116.179059841138,115.778829531588
GaCr_017,CHE_2023_1,1,34,32,116,34,32,-0.225728349914306,116.179059841138,115.953331491223
GaCr_041,CHE_2023_1,1,34,30,116,34,30,-0.496553307894274,116.474913428337,115.978360120443
GaCr_041,CHE_2023_1,1,30,46,116,30,46,-0.0437934268326927,116.474913428337,116.431120001505
GaCr_043,CHE_2023_1,1,33,80,118,33,80,-0.175544044468168,117.735581084912,117.560037040444
GaCr_052,CHE_2023_1,1,34,23,114,34,23,-0.42107479205562,114.497935760428,114.076860968372
GaCr_052,CHE_2023_1,1,33,71,114,33,71,-0.69135513055511,114.497935760428,113.806580629873
GaCr_055,CHE_2023_1,1,33,61,116,33,61,-0.217692700799958,116.265375979532,116.047683278732
GaCr_055,CHE_2023_1,1,34,41,116,34,41,-0.383288432402665,116.265375979532,115.882087547129
GaCr_056,CHE_2023_1,1,33,3,122,33,3,0.742014801156728,121.514925275207,122.256940076364
GaCr_056,CHE_2023_1,1,34,69,122,34,69,0.176079847208044,121.514925275207,121.691005122415
GaCr_061,CHE_2023_1,1,34,37,114,34,37,-0.614582592735275,114.519691670237,113.905109077502
GaCr_061,CHE_2023_1,1,31,64,114,31,64,-0.49155176546823,114.519691670237,114.028139904769
GaPi_007,CHE_2023_1,1,35,46,122,35,46,1.98074643623816,119.75753605368,121.738282489918
GaPi_007,CHE_2023_1,1,35,19,118,35,19,-1.57119209387815,119.75753605368,118.186343959802
GaPi_014,CHE_2023_1,1,35,18,118,35,18,0.209823189229837,117.997316809812,118.207139999042
GaPi_014,CHE_2023_1,1,35,67,118,35,67,-0.309628083825984,117.997316809812,117.687688725986
GaPi_017,CHE_2023_1,1,35,51,118,35,51,-0.115597580180335,117.834592559771,117.718994979591
GaPi_017,CHE_2023_1,1,35,39,118,35,39,-0.0312952553774295,117.834592559771,117.803297304394
GaPi_023,CHE_2023_1,1,34,51,118,34,51,-0.233276973959164,118.098961737295,117.865684763336
GaPi_023,CHE_2023_1,1,34,7,118,34,7,0.162885337332781,118.098961737295,118.261847074627
GaPi_028,CHE_2023_1,1,35,42,122,35,42,2.22270023519347,119.546459865925,121.769160101119
GaPi_028,CHE_2023_1,1,35,71,118,35,71,-1.87422556021518,119.546459865925,117.67223430571
GaPi_033,CHE_2023_1,1,34,3,118,34,3,1.95776505275911,116.332193483737,118.289958536496
