Genotype,Envir,Management,Row,Position,Flowering_begin,R,P,Flowering_begin_spats_residuals,Flowering_begin_spats_geno_pred_values,Flowering_begin_spats_adj_pheno
133,ITA_2020_3,3,17,52,102,17,52,0.331923796178103,101.068791132594,101.400714928773
133,ITA_2020_3,3,14,10,101,14,10,-0.0130731530317405,101.068791132594,101.055717979563
1377,ITA_2020_3,3,17,55,96,17,55,-1.60685420254079,96.9917312242147,95.3848770216739
1377,ITA_2020_3,3,12,4,97,12,4,0.30803178947339,96.9917312242147,97.2997630136881
1377,ITA_2020_3,3,14,16,98,14,16,0.987962161108243,96.9917312242147,97.979693385323
1481,ITA_2020_3,3,13,50,97,13,50,-0.298021929354363,97.0945890755287,96.7965671461744
149,ITA_2020_3,3,14,4,103,14,4,1.35106273013876,101.785952778316,103.137015508455
149,ITA_2020_3,3,18,27,101,18,27,-1.09662184126618,101.785952778316,100.68933093705
149,ITA_2020_3,3,13,8,102,13,8,0.0330952106452287,101.785952778316,101.819047988961
163,ITA_2020_3,3,12,6,98,12,6,-0.375647075249063,98.6536414350341,98.277994359785
163,ITA_2020_3,3,15,26,99,15,26,0.272220083396306,98.6536414350341,98.9258615184304
167,ITA_2020_3,3,18,41,97,18,41,-0.352963807692035,96.6544066835419,96.3014428758498
173,ITA_2020_3,3,13,6,102,13,6,0.26350218751702,101.593398297228,101.856900484745
197,ITA_2020_3,3,10,34,99,10,34,-0.157118697673369,99.046556345734,98.8894376480606
197,ITA_2020_3,3,16,23,99,16,23,0.102733838385518,99.046556345734,99.1492901841195
1985,ITA_2020_3,3,17,7,98,17,7,0.195654919314578,98.0245182132733,98.2201731325879
1985,ITA_2020_3,3,13,23,98,13,23,-0.377606659405274,98.0245182132733,97.646911553868
1988,ITA_2020_3,3,18,33,97,18,33,-0.328161157756455,96.8531201259402,96.5249589681837
1989,ITA_2020_3,3,13,37,99,13,37,-0.405029838394754,99.0886578613553,98.6836280229606
1989,ITA_2020_3,3,18,35,100,18,35,0.355899928853333,99.0886578613553,99.4445577902087
200,ITA_2020_3,3,18,18,97,18,18,-0.440350034197152,97.4221852323522,96.981835198155
200,ITA_2020_3,3,13,20,98,13,20,0.183217401006431,97.4221852323522,97.6054026333586
2010,ITA_2020_3,3,17,9,99,17,9,-0.0259143200771064,99.2746561200801,99.2487418000029
202,ITA_2020_3,3,17,39,109,17,39,3.09617406812775,105.47409998434,108.570274052467
202,ITA_2020_3,3,12,40,103,12,40,-2.34829757614243,105.47409998434,103.125802408197
2026,ITA_2020_3,3,12,30,100,12,30,0.060796947843869,99.9693679588538,100.030164906698
2055,ITA_2020_3,3,15,53,97,15,53,-0.315011743345465,96.9584703772197,96.6434586338742
238,ITA_2020_3,3,18,9,97,18,9,-0.0232003849117461,97.2762549863752,97.2530546014634
238,ITA_2020_3,3,14,14,97,14,14,-0.252146702028512,97.2762549863752,97.0241082843466
2422,ITA_2020_3,3,16,9,97,16,9,0.374846908430314,96.9729269789974,97.3477738874277
2422,ITA_2020_3,3,10,9,96,10,9,-0.688054234174189,96.9729269789974,96.2848727448232
2443,ITA_2020_3,3,14,40,100,14,40,-0.949433757533242,100.944544342894,99.9951105853603
2443,ITA_2020_3,3,13,55,102,13,55,0.835762254769378,100.944544342894,101.780306597663
2443,ITA_2020_3,3,10,44,101,10,44,0.29618622765868,100.944544342894,101.240730570552
2671,ITA_2020_3,3,14,22,98,14,22,-0.591548719144058,98.512312030543,97.9207633113989
2671,ITA_2020_3,3,15,27,99,15,27,0.470481532934358,98.512312030543,98.9827935634773
270,ITA_2020_3,3,11,14,98,11,14,-0.172791727468919,98.0979062441971,97.9251145167282
2720,ITA_2020_3,3,12,7,99,12,7,-0.149912239565282,99.372687366646,99.2227751270807
2720,ITA_2020_3,3,14,37,99,14,37,-0.400327766452008,99.372687366646,98.9723596001939
2720,ITA_2020_3,3,10,53,99,10,53,0.536561570246832,99.372687366646,99.9092489368928
2762,ITA_2020_3,3,13,11,100,13,11,0.0762546729876306,99.6852394741835,99.7614941471711
2762,ITA_2020_3,3,17,37,100,17,37,-0.0509215531413787,99.6852394741835,99.6343179210421
2817,ITA_2020_3,3,12,16,92,12,16,-0.369771303985431,92.476254471204,92.1064831672185
2817,ITA_2020_3,3,16,38,92,16,38,-0.504693442193101,92.476254471204,91.9715610290108
2827,ITA_2020_3,3,18,22,102,18,22,0.770742715740127,101.056113884854,101.826856600595
2827,ITA_2020_3,3,15,50,100,15,50,-1.27593116263201,101.056113884854,99.7801827222225
2827,ITA_2020_3,3,13,13,102,13,13,0.701628854213368,101.056113884854,101.757742739068
2847,ITA_2020_3,3,18,13,97,18,13,-2.5031229245002,99.6387182906474,97.1355953661472
2847,ITA_2020_3,3,14,3,102,14,3,2.52264944859759,99.6387182906474,102.161367739245
2848,ITA_2020_3,3,18,16,102,18,16,0.154471140391934,101.884749631475,102.039220771867
2848,ITA_2020_3,3,14,11,102,14,11,0.145396403511498,101.884749631475,102.030146034987
2850,ITA_2020_3,3,14,55,101,14,55,-0.00648340151845162,100.818710211831,100.812226810313
2850,ITA_2020_3,3,16,37,101,16,37,0.173291992671281,100.818710211831,100.992002204502
2855,ITA_2020_3,3,13,24,98,13,24,-0.536200054821819,98.1805524361505,97.6443523813286
2855,ITA_2020_3,3,18,23,99,18,23,0.637634303846511,98.1805524361505,98.818186739997
2855,ITA_2020_3,3,14,50,98,14,50,-0.26391039571152,98.1805524361505,97.9166420404389
2865,ITA_2020_3,3,12,32,97,12,32,-0.275447325914769,97.2754518934912,97.0000045675764
2908,ITA_2020_3,3,13,29,96,13,29,0.930595072692157,94.6742982083603,95.6048932810525
2908,ITA_2020_3,3,17,14,93,17,14,-1.53070842775199,94.6742982083603,93.1435897806083
2990,ITA_2020_3,3,15,23,100,15,23,-0.0239213291646223,99.9957970689196,99.9718757397549
2990,ITA_2020_3,3,14,8,100,14,8,0.0880170571873435,99.9957970689196,100.083814126107
2992,ITA_2020_3,3,17,51,99,17,51,0.593097920011303,97.8290320178083,98.4221299378197
2992,ITA_2020_3,3,14,13,97,14,13,-0.799449497449814,97.8290320178083,97.0295825203585
301,ITA_2020_3,3,18,7,123,18,7,2.63507433531713,120.593919072528,123.228993407846
3062,ITA_2020_3,3,10,2,97,10,2,-0.0934679201894681,97.570968684964,97.4775007647746
3062,ITA_2020_3,3,12,33,97,12,33,-0.516035750597467,97.570968684964,97.0549329343666
3062,ITA_2020_3,3,17,24,98,17,24,0.370941617657735,97.570968684964,97.9419103026218
308,ITA_2020_3,3,15,2,99,15,2,-0.0298210911230967,99.2433559192842,99.2135348281611
3148,ITA_2020_3,3,15,15,97,15,15,-0.434420670533513,97.4541720520574,97.0197513815239
3148,ITA_2020_3,3,10,49,97,10,49,0.18128050952852,97.4541720520574,97.6354525615859
3160,ITA_2020_3,3,11,17,98,11,17,-0.176179914153963,98.0707608286302,97.8945809144763
3190,ITA_2020_3,3,18,15,98,18,15,-0.326869231310923,98.3999763799413,98.0731071486304
3190,ITA_2020_3,3,18,5,98,18,5,-0.12899597955095,98.3999763799413,98.2709804003904
3190,ITA_2020_3,3,13,15,99,13,15,0.320776719482524,98.3999763799413,98.7207530994238
32,ITA_2020_3,3,16,52,101,16,52,0.134915790609625,100.563192023249,100.698107813859
330,ITA_2020_3,3,13,44,99,13,44,-0.143036707442036,98.8304976136306,98.6874609061886
330,ITA_2020_3,3,18,19,99,18,19,0.0616842256665962,98.8304976136306,98.8921818392972
333,ITA_2020_3,3,13,7,99,13,7,-0.40183540924518,99.2064367720588,98.8046013628136
333,ITA_2020_3,3,18,29,100,18,29,0.367406211727854,99.2064367720588,99.5738429837867
34,ITA_2020_3,3,18,10,100,18,10,-0.984603227963632,101.178304495418,100.193701267455
34,ITA_2020_3,3,17,54,101,17,54,-0.760120392107893,101.178304495418,100.41818410331
34,ITA_2020_3,3,14,9,100,14,9,-1.07155949451824,101.178304495418,100.1067450009
34,ITA_2020_3,3,18,44,105,18,44,3.02797488539559,101.178304495418,104.206279380814
366,ITA_2020_3,3,15,11,97,15,11,0.353202972508697,96.7021255579724,97.0553285304811
366,ITA_2020_3,3,12,20,96,12,20,-0.700210693267025,96.7021255579724,96.0019148647054
378,ITA_2020_3,3,17,23,98,17,23,-1.32934779254582,99.2909010120345,97.9615532194887
378,ITA_2020_3,3,10,52,98,10,52,-0.449024850303317,99.2909010120345,98.8418761617312
378,ITA_2020_3,3,12,37,101,12,37,1.75448594789648,99.2909010120345,101.045386959931
40,ITA_2020_3,3,13,9,97,13,9,-2.50590287661842,99.3468041401453,96.8409012635269
40,ITA_2020_3,3,18,21,102,18,21,2.48899379576248,99.3468041401453,101.835797935908
405,ITA_2020_3,3,13,39,98,13,39,-0.200711927030753,97.8742156715457,97.673503744515
410,ITA_2020_3,3,17,2,98,17,2,-0.126494042730386,98.4688332351963,98.3423391924659
424,ITA_2020_3,3,18,38,100,18,38,-0.13613350864577,99.4730167933202,99.3368832846744
424,ITA_2020_3,3,13,21,100,13,21,0.134977807210831,99.4730167933202,99.607994600531
43,ITA_2020_3,3,11,53,99,11,53,0.207358038853599,99.205264922386,99.4126229612396
43,ITA_2020_3,3,12,26,99,12,26,-0.241933502154012,99.205264922386,98.963331420232
435,ITA_2020_3,3,17,13,103,17,13,1.16796370259843,101.98568479228,103.153648494879
435,ITA_2020_3,3,12,41,101,12,41,-0.855497818947484,101.98568479228,101.130186973333
440,ITA_2020_3,3,12,55,97,12,55,-0.224475213614355,97.6838293824997,97.4593541688854
457,ITA_2020_3,3,13,32,109,13,32,1.01742661274766,107.633676986573,108.651103599321
46,ITA_2020_3,3,14,45,107,14,45,0.774331906740102,106.169561328932,106.943893235672
46,ITA_2020_3,3,15,1,106,15,1,0.060349403608484,106.169561328932,106.22991073254
462,ITA_2020_3,3,10,50,98,10,50,-0.170751643937393,98.9129481358286,98.7421964918912
462,ITA_2020_3,3,14,12,99,14,12,0.0996903201948811,98.9129481358286,99.0126384560235
468,ITA_2020_3,3,15,21,99,15,21,0.449709559040983,98.4760996988724,98.9258092579134
468,ITA_2020_3,3,14,26,98,14,26,-0.575296629637549,98.4760996988724,97.9008030692349
473,ITA_2020_3,3,17,10,102,17,10,1.3163413331405,100.8767080044,102.193049337541
473,ITA_2020_3,3,13,17,100,13,17,-1.14229367990575,100.8767080044,99.7344143244943
483,ITA_2020_3,3,14,7,99,14,7,0.0208516300036194,99.0477612753989,99.0686129054025
483,ITA_2020_3,3,15,24,99,15,24,-0.0750860945906595,99.0477612753989,98.9726751808082
49,ITA_2020_3,3,17,26,100,17,26,0.964399463839399,98.8858466949291,99.8502461587685
49,ITA_2020_3,3,12,34,97,12,34,-1.84849941057864,98.8858466949291,97.0373472843504
49,ITA_2020_3,3,16,54,100,16,54,0.809655925061165,98.8858466949291,99.6955026199903
52,ITA_2020_3,3,12,50,98,12,50,-0.124337103404841,98.4861141644318,98.3617770610269
543,ITA_2020_3,3,17,29,100,17,29,0.699296461155754,99.0905200413167,99.7898165024724
543,ITA_2020_3,3,18,3,98,18,3,-0.748193940534847,99.0905200413167,98.3423261007818
546,ITA_2020_3,3,18,32,108,18,32,1.67277420734949,105.83402012748,107.50679433483
546,ITA_2020_3,3,14,28,105,14,28,-0.87997386317069,105.83402012748,104.95404626431
56,ITA_2020_3,3,12,47,98,12,47,-0.853791066472795,99.1482691015751,98.2944780351023
56,ITA_2020_3,3,17,20,100,17,20,0.812101603363118,99.1482691015751,99.9603707049382
560,ITA_2020_3,3,14,47,99,14,47,-0.0582991364631909,99.0151960074619,98.9568968709987
562,ITA_2020_3,3,11,31,98,11,31,0.180427751603744,97.5382432419321,97.7186709935359
562,ITA_2020_3,3,16,21,97,16,21,-0.42307446905005,97.5382432419321,97.1151687728821
565,ITA_2020_3,3,17,45,102,17,45,0.357966959942019,101.158306833312,101.516273793254
565,ITA_2020_3,3,12,25,101,12,25,-0.148771220641336,101.158306833312,101.00953561267
575,ITA_2020_3,3,11,45,98,11,45,-0.157988129754813,98.2165094526949,98.0585213229401
58,ITA_2020_3,3,12,31,103,12,31,0.227436827545077,102.789709960495,103.01714678804
58,ITA_2020_3,3,16,40,103,16,40,0.185384394657731,102.789709960495,102.975094355152
582,ITA_2020_3,3,13,10,100,13,10,0.0339862422481332,99.7545664107993,99.7885526530475
584,ITA_2020_3,3,17,47,97,17,47,-1.77610559130142,98.2991018598399,96.5229962685385
584,ITA_2020_3,3,11,12,100,11,12,1.628426329115,98.2991018598399,99.9275281889549
587,ITA_2020_3,3,18,39,102,18,39,0.201335946440778,101.09533588062,101.296671827061
6,ITA_2020_3,3,12,2,100,12,2,0.938110046531222,99.3969403083771,100.335050354908
6,ITA_2020_3,3,16,3,98,16,3,-0.969612714127123,99.3969403083771,98.42732759425
6,ITA_2020_3,3,14,2,99,14,2,-0.227871411690543,99.3969403083771,99.1690688966866
6,ITA_2020_3,3,16,1,98,16,1,-0.941894613826008,99.3969403083771,98.4550456945511
6,ITA_2020_3,3,13,1,100,13,1,0.519322526696229,99.3969403083771,99.9162628350734
6,ITA_2020_3,3,13,4,99,13,4,-0.52416026656006,99.3969403083771,98.8727800418171
6,ITA_2020_3,3,13,3,99,13,3,-0.500692360062175,99.3969403083771,98.8962479483149
6,ITA_2020_3,3,13,26,102,13,26,2.19540878990668,99.3969403083771,101.592349098284
6,ITA_2020_3,3,14,49,99,14,49,-0.499261273446862,99.3969403083771,98.8976790349303
61,ITA_2020_3,3,10,11,99,10,11,0.532629512602028,98.6385010391724,99.1711305517745
61,ITA_2020_3,3,14,35,98,14,35,-0.637946270612147,98.6385010391724,98.0005547685603
65,ITA_2020_3,3,11,6,98,11,6,-0.879351234945645,98.9707338219511,98.0913825870055
65,ITA_2020_3,3,16,29,100,16,29,1.08930468698023,98.9707338219511,100.060038508931
65,ITA_2020_3,3,14,41,99,14,41,0.00421033753325162,98.9707338219511,98.9749441594844
65,ITA_2020_3,3,16,49,98,16,49,-1.18331022536491,98.9707338219511,97.7874235965862
65,ITA_2020_3,3,18,20,99,18,20,-0.111724050433594,98.9707338219511,98.8590097715175
65,ITA_2020_3,3,11,30,99,11,30,-0.237387338322208,98.9707338219511,98.7333464836289
65,ITA_2020_3,3,10,40,99,10,40,0.123034991752178,98.9707338219511,99.0937688137033
65,ITA_2020_3,3,15,7,100,15,7,1.13137409682747,98.9707338219511,100.102107918779
652,ITA_2020_3,3,11,18,97,11,18,-0.408134986976989,97.2449884489628,96.8368534619858
652,ITA_2020_3,3,11,54,98,11,54,1.27505886890995,97.2449884489628,98.5200473178727
652,ITA_2020_3,3,16,33,96,16,33,-1.14617353818488,97.2449884489628,96.0988149107779
66,ITA_2020_3,3,12,22,105,12,22,0.614064054505178,104.402023808754,105.016087863259
670,ITA_2020_3,3,16,55,100,16,55,0.994740488120712,98.6576104228912,99.6523509110119
670,ITA_2020_3,3,18,31,98,18,31,-1.09767208612817,98.6576104228912,97.559938336763
678,ITA_2020_3,3,14,5,98,14,5,0.517149434104312,97.5819198184313,98.0990692525356
678,ITA_2020_3,3,17,34,98,17,34,0.145250960838411,97.5819198184313,97.7271707792697
678,ITA_2020_3,3,13,18,97,13,18,-0.89959556958334,97.5819198184313,96.682324248848
68,ITA_2020_3,3,16,35,96,16,35,-1.14536648996962,97.1954460218115,96.0500795318418
68,ITA_2020_3,3,12,38,98,12,38,0.859933137925722,97.1954460218115,98.0553791597372
681,ITA_2020_3,3,11,55,106,11,55,-0.675246391805288,107.228615390616,106.553368998811
681,ITA_2020_3,3,15,43,109,15,43,1.64211476930893,107.228615390616,108.870730159925
697,ITA_2020_3,3,16,4,97,16,4,0.0951263835916052,97.3043005336348,97.3994269172264
697,ITA_2020_3,3,13,25,98,13,25,0.329329295625868,97.3043005336348,97.6336298292607
697,ITA_2020_3,3,18,30,97,18,30,-0.69630222848636,97.3043005336348,96.6079983051485
72,ITA_2020_3,3,18,12,105,18,12,-0.252038830661576,105.382673610078,105.130634779416
72,ITA_2020_3,3,18,1,106,18,1,0.988503833175841,105.382673610078,106.371177443253
722,ITA_2020_3,3,13,34,98,13,34,0.0232556315513364,97.6648661174041,97.6881217489555
722,ITA_2020_3,3,18,36,98,18,36,-0.250097767202533,97.6648661174041,97.4147683502016
737,ITA_2020_3,3,10,55,96,10,55,-0.264124457706686,97.3661682534462,97.1020437957395
739,ITA_2020_3,3,16,24,98,16,24,-0.355350953136878,98.4978613111199,98.142510357983
739,ITA_2020_3,3,11,35,99,11,35,0.259237978242055,98.4978613111199,98.7570992893619
739,ITA_2020_3,3,10,37,99,10,37,0.444733634159618,98.4978613111199,98.9425949452795
739,ITA_2020_3,3,14,17,98,14,17,-0.48391331431921,98.4978613111199,98.0139479968007
739,ITA_2020_3,3,11,36,99,11,36,0.272743799303967,98.4978613111199,98.7706051104238
739,ITA_2020_3,3,18,8,98,18,8,-0.26032201384794,98.4978613111199,98.2375392972719
74,ITA_2020_3,3,13,5,107,13,5,0.815937728483519,106.019391823458,106.835329551942
740,ITA_2020_3,3,13,54,102,13,54,-0.347102145684062,102.144441223869,101.797339078184
740,ITA_2020_3,3,16,7,101,16,7,-0.826257598673649,102.144441223869,101.318183625195
740,ITA_2020_3,3,12,53,103,12,53,1.22724685989797,102.144441223869,103.371688083766
740,ITA_2020_3,3,12,54,102,12,54,0.308088651972085,102.144441223869,102.452529875841
740,ITA_2020_3,3,10,14,102,10,14,-0.0296945148046461,102.144441223869,102.114746709064
743,ITA_2020_3,3,18,17,99,18,17,-0.353138997595508,99.4068509667014,99.0537119691059
743,ITA_2020_3,3,13,14,100,13,14,0.34372473138751,99.4068509667014,99.7505756980889
750,ITA_2020_3,3,14,46,97,14,46,-0.684964492225703,97.6022075349123,96.9172430426866
750,ITA_2020_3,3,12,39,98,12,39,0.450301552565264,97.6022075349123,98.0525090874775
779,ITA_2020_3,3,12,51,97,12,51,-0.237650572252051,97.5782712717137,97.3406206994617
80,ITA_2020_3,3,16,5,99,16,5,0.383280938589053,98.9741600022717,99.3574409408608
80,ITA_2020_3,3,15,48,99,15,48,-0.173500541950403,98.9741600022717,98.8006594603213
80,ITA_2020_3,3,11,32,99,11,32,-0.273201489921661,98.9741600022717,98.70095851235
809,ITA_2020_3,3,14,25,104,14,25,0.494512434601347,103.444202205136,103.938714639737
81,ITA_2020_3,3,13,12,100,13,12,0.0288664153248561,99.7135474698782,99.742413885203
82,ITA_2020_3,3,12,42,97,12,42,-0.0217194095120874,97.1696369227888,97.1479175132767
82,ITA_2020_3,3,13,2,97,13,2,-0.266935335309768,97.1696369227888,96.902701587479
9,ITA_2020_3,3,17,27,102,17,27,-0.488689466461636,102.371972166057,101.883282699595
9,ITA_2020_3,3,12,46,103,12,46,0.8493702589316,102.371972166057,103.221342424989
950,ITA_2020_3,3,10,17,99,10,17,0.0713066458152127,98.9863778959953,99.0576845418105
950,ITA_2020_3,3,17,36,99,17,36,-0.305121181929621,98.9863778959953,98.6812567140657
950,ITA_2020_3,3,17,50,99,17,50,-0.505715410578162,98.9863778959953,98.4806624854171
950,ITA_2020_3,3,16,53,100,16,53,0.677633844056473,98.9863778959953,99.6640117400518
97,ITA_2020_3,3,10,3,98,10,3,-0.762740754081236,99.2153912350908,98.4526504810096
97,ITA_2020_3,3,15,40,100,15,40,0.729429218304347,99.2153912350908,99.9448204533952
ACW_25363,ITA_2020_3,3,12,11,98,12,11,-0.926670603269613,99.0967909010784,98.1701202978087
ACW_25363,ITA_2020_3,3,15,28,100,15,28,0.878555828561233,99.0967909010784,99.9753467296396
ACW_25371,ITA_2020_3,3,11,49,100,11,49,0.163615824169142,100.078882145496,100.242497969665
ACW_25371,ITA_2020_3,3,15,18,100,15,18,-0.0891497354683395,100.078882145496,99.9897324100272
ACW_25469,ITA_2020_3,3,15,13,99,15,13,-0.305508064446528,99.3586010237114,99.0530929592649
ACW_25469,ITA_2020_3,3,12,8,99,12,8,-0.124168687892421,99.3586010237114,99.234432335819
ACW_25469,ITA_2020_3,3,10,51,99,10,51,0.414240113255985,99.3586010237114,99.7728411369674
ACW_25584,ITA_2020_3,3,16,32,97,16,32,-0.717387405675027,97.7786860556121,97.0612986499371
ACW_25584,ITA_2020_3,3,14,53,98,14,53,0.02972839321923,97.7786860556121,97.8084144488314
ACW_25584,ITA_2020_3,3,12,9,98,12,9,0.475023445061851,97.7786860556121,98.253709500674
ACW_25586,ITA_2020_3,3,11,15,100,11,15,0.320854508537082,99.5697662237989,99.890620732336
ACW_25586,ITA_2020_3,3,16,13,99,16,13,-0.309934317034575,99.5697662237989,99.2598319067643
ACW_25591,ITA_2020_3,3,12,10,97,12,10,0.411984496072023,96.7870961445643,97.1990806406364
ACW_25591,ITA_2020_3,3,15,17,96,15,17,-0.748386514022045,96.7870961445643,96.0387096305423
DLO_12_120,ITA_2020_3,3,13,35,102,13,35,0.245852598720845,101.451993626531,101.697846225251
DLO_12_141,ITA_2020_3,3,15,32,99,15,32,-0.291400796687469,99.2631978853676,98.9717970886801
DLO_12_141,ITA_2020_3,3,10,47,99,10,47,0.26405630368896,99.2631978853676,99.5272541890565
DLO_12_233,ITA_2020_3,3,17,43,99,17,43,-0.348193887922818,98.8769583255965,98.5287644376737
DLO_12_233,ITA_2020_3,3,12,12,99,12,12,0.272640454066305,98.8769583255965,99.1495987796628
DLO_12_259,ITA_2020_3,3,15,54,99,15,54,0.194074133639674,98.4792515997188,98.6733257333585
DLO_12_259,ITA_2020_3,3,17,48,99,17,48,0.00390295242553407,98.4792515997188,98.4831545521443
DLO_12_259,ITA_2020_3,3,12,14,98,12,14,-0.323170748483719,98.4792515997188,98.1560808512351
FuGa_015,ITA_2020_3,3,11,16,100,11,16,-0.789641468845844,100.657184041855,99.8675425730095
FuGa_015,ITA_2020_3,3,14,44,102,14,44,1.24002800823867,100.657184041855,101.897212050094
FuGa_015,ITA_2020_3,3,18,2,100,18,2,-0.303739025422587,100.657184041855,100.353445016433
FuGa_215,ITA_2020_3,3,11,28,100,11,28,-0.0532317419844901,99.764043468092,99.7108117261075
FuGa_215,ITA_2020_3,3,15,45,100,15,45,0.0884008741854103,99.764043468092,99.8524443422774
FuGa_270,ITA_2020_3,3,15,3,99,15,3,0.402687253517229,98.8014593817707,99.2041466352879
FuGa_270,ITA_2020_3,3,18,4,98,18,4,-0.487664176049904,98.8014593817707,98.3137952057207
FuGa_352,ITA_2020_3,3,10,1,98,10,1,-0.410798594109977,98.9196511579365,98.5088525638265
FuGa_352,ITA_2020_3,3,17,5,99,17,5,0.340573915885159,98.9196511579365,99.2602250738216
FuPi_013,ITA_2020_3,3,11,1,98,11,1,-0.142639473826165,98.3394795491846,98.1968400753585
FuPi_097,ITA_2020_3,3,12,23,99,12,23,0.505705999248335,98.5265408766547,99.032246875903
FuPi_097,ITA_2020_3,3,15,39,98,15,39,-0.624997195445545,98.5265408766547,97.9015436812092
GaCr_010,ITA_2020_3,3,12,18,100,12,18,0.623504143803586,99.4602345977258,100.083738741529
GaCr_010,ITA_2020_3,3,17,30,99,17,30,-0.626255269880701,99.4602345977258,98.8339793278451
GaCr_043,ITA_2020_3,3,13,36,100,13,36,0.0243587119623072,99.6774327299275,99.7017914418898
GaCr_055,ITA_2020_3,3,12,15,100,12,15,0.0461347869471069,100.079498248376,100.125633035323
GaCr_055,ITA_2020_3,3,16,34,100,16,34,-0.0185409215297483,100.079498248376,100.060957326846
GaCr_055,ITA_2020_3,3,11,4,100,11,4,0.0469491228824097,100.079498248376,100.126447371258
GaCr_057,ITA_2020_3,3,12,13,99,12,13,0.532277931990564,98.6316697253239,99.1639476573145
GaCr_057,ITA_2020_3,3,15,31,98,15,31,-0.638447348401712,98.6316697253239,97.9932223769222
GaPi_007,ITA_2020_3,3,18,40,100,18,40,-0.0165461064771648,99.3497122120041,99.333166105527
GaPi_014,ITA_2020_3,3,15,35,98,15,35,-0.165732562915665,98.154462736848,97.9887301739323
GaPi_017,ITA_2020_3,3,16,6,100,16,6,0.0990160571764278,100.275571158936,100.374587216113
GaPi_023,ITA_2020_3,3,15,16,100,15,16,-0.267666559471991,100.271497494489,100.003830935017
GaPi_023,ITA_2020_3,3,11,47,100,11,47,-0.0890405978844342,100.271497494489,100.182456896605
GaPi_023,ITA_2020_3,3,13,41,101,13,41,0.455214755356352,100.271497494489,100.726712249845
GaPi_028,ITA_2020_3,3,14,38,101,14,38,0.164642155350222,100.801353198886,100.965995354236
GaPi_033,ITA_2020_3,3,16,43,100,16,43,0.0455205930058753,99.8469771229934,99.8924977159993
GaPi_038,ITA_2020_3,3,11,37,101,11,37,-0.0883762690299079,100.853875870235,100.765499601205
GaPi_038,ITA_2020_3,3,16,20,101,16,20,0.259574102825667,100.853875870235,101.113449973061
GaPi_051,ITA_2020_3,3,11,20,99,11,20,0.343790964530967,98.4028063707554,98.7465973352864
GaPi_051,ITA_2020_3,3,14,36,98,14,36,-0.404712562969536,98.4028063707554,97.9980938077859
GaPi_051,ITA_2020_3,3,16,8,98,16,8,-0.0738136643388998,98.4028063707554,98.3289927064165
GaPi_056,ITA_2020_3,3,14,39,100,14,39,0.264307876145963,99.6795642387678,99.9438721149137
GaPi_056,ITA_2020_3,3,16,22,100,16,22,0.452324841337003,99.6795642387678,100.131889080105
GaPi_056,ITA_2020_3,3,11,10,99,11,10,-0.692007958760385,99.6795642387678,98.9875562800074
I_BB012,ITA_2020_3,3,10,19,98,10,19,-0.174377568193592,98.0852008328664,97.9108232646729
I_BB015,ITA_2020_3,3,15,42,97,15,42,-0.286592561990844,97.1861586835803,96.8995661215894
I_BB028,ITA_2020_3,3,17,19,99,17,19,-0.506931054265678,99.486494040966,98.9795629867003
I_BB028,ITA_2020_3,3,10,39,100,10,39,0.507457531204892,99.486494040966,99.9939515721709
I_BB031,ITA_2020_3,3,10,21,100,10,21,0.394729794841098,99.4824767210697,99.8772065159108
I_BB031,ITA_2020_3,3,17,16,99,17,16,-0.394704744367274,99.4824767210697,99.0877719767024
I_BB039,ITA_2020_3,3,10,7,97,10,7,-0.0209914475975381,97.3062272336188,97.2852357860213
I_BB039,ITA_2020_3,3,17,18,97,17,18,-0.250614618367266,97.3062272336188,97.0556126152515
I_BB049,ITA_2020_3,3,10,20,98,10,20,-0.176903167589714,98.0649662792433,97.8880631116535
I_J030,ITA_2020_3,3,16,39,101,16,39,-0.431680293035825,101.367867792269,100.936187499233
I_J030,ITA_2020_3,3,11,8,102,11,8,0.667032627695178,101.367867792269,102.034900419964
I_J033,ITA_2020_3,3,10,26,102,10,26,0.374752931711583,101.42525381565,101.800006747361
I_J033,ITA_2020_3,3,16,10,101,16,10,-0.132237893653951,101.42525381565,101.293015921996
I_J046,ITA_2020_3,3,11,42,100,11,42,-0.0948066778990437,100.027093306228,99.932286628329
I_J046,ITA_2020_3,3,16,18,100,16,18,0.162808682260874,100.027093306228,100.189901988489
I_J063,ITA_2020_3,3,15,33,100,15,33,0.0595934000629512,99.9597253955286,100.019318795592
I_W002,ITA_2020_3,3,10,23,96,10,23,-0.242379183968495,96.1321936771675,95.889814493199
I_W002,ITA_2020_3,3,17,22,96,17,22,-0.175765248811828,96.1321936771675,95.9564284283557
I_W010,ITA_2020_3,3,15,34,97,15,34,-0.805262484625956,97.7961445409312,96.9908820563053
I_W010,ITA_2020_3,3,10,30,98,10,30,0.0622169023348391,97.7961445409312,97.8583614432661
I_W010,ITA_2020_3,3,11,51,98,11,51,0.532589116092083,97.7961445409312,98.3287336570233
I_W045,ITA_2020_3,3,10,38,100,10,38,0.0544810368738951,99.9187662524237,99.9732472892976
JoPr_1990_102_097,ITA_2020_3,3,12,17,97,12,17,-0.760892758091629,97.8983375745095,97.1374448164179
JoPr_1990_102_097,ITA_2020_3,3,17,49,99,17,49,0.563191634496192,97.8983375745095,98.4615292090057
