Genotype,Envir,Management,Row,Position,Sample_size,R,P,Sample_size_spats_residuals,Sample_size_spats_geno_pred_values,Sample_size_spats_adj_pheno
12_O026,ITA_2023_1,1,3,76,20,3,76,1.66784872877022,18.6657618106445,20.3336105394147
12_O026,ITA_2023_1,1,5,120,20,5,120,1.18984492652996,18.6657618106445,19.8556067371745
12_O056,ITA_2023_1,1,3,61,20,3,61,1.90240753252667,18.4104560026853,20.312863535212
12_O061,ITA_2023_1,1,6,55,20,6,55,1.27323731112853,18.6679208640636,19.9411581751921
12_O061,ITA_2023_1,1,3,54,20,3,54,1.59253494522693,18.6679208640636,20.2604558092905
12_O063,ITA_2023_1,1,5,108,20,5,108,1.28191736986314,18.6414588029285,19.9233761727917
12_O063,ITA_2023_1,1,4,68,20,4,68,1.48484092365145,18.6414588029285,20.12629972658
12_O072,ITA_2023_1,1,6,84,11,6,84,-6.25092278761983,17.0743770608951,10.8234542732753
12_O072,ITA_2023_1,1,3,80,20,3,80,3.15407988309445,17.0743770608951,20.2284569439896
12_O074,ITA_2023_1,1,3,25,20,3,25,1.57661765241203,18.6205247600984,20.1971424125105
12_O074,ITA_2023_1,1,7,79,20,7,79,1.11181104582624,18.6205247600984,19.7323358059247
12_P001,ITA_2023_1,1,5,30,11,5,30,-5.27521821611137,16.492193508026,11.2169752919146
12_P002,ITA_2023_1,1,8,44,20,8,44,1.45653331107069,18.2912935071321,19.7478268182028
12_P018,ITA_2023_1,1,8,115,20,8,115,0.679420157972672,18.5685776826671,19.2479978406398
12_P018,ITA_2023_1,1,2,105,20,2,105,1.81463645533161,18.5685776826671,20.3832141379987
12_P025,ITA_2023_1,1,1,4,20,1,4,1.92996805569429,18.4178217138239,20.3477897695182
12_P027,ITA_2023_1,1,5,36,20,5,36,1.5584489163762,18.6073433235961,20.1657922399723
12_P027,ITA_2023_1,1,6,95,20,6,95,1.08065836818361,18.6073433235961,19.6880016917797
12_P034,ITA_2023_1,1,4,12,19,4,12,1.02711736613449,18.1765295823153,19.2036469484498
12_P055,ITA_2023_1,1,5,43,20,5,43,1.55904477166911,18.5704768020638,20.1295215737329
12_P055,ITA_2023_1,1,7,118,20,7,118,0.942117839025745,18.5704768020638,19.5125946410895
12_P056,ITA_2023_1,1,6,93,14,6,93,-3.25992293575668,17.03079296798,13.7708700322233
1236,ITA_2023_1,1,8,108,20,8,108,1.11192279661242,18.1991943300085,19.311117126621
13_109,ITA_2023_1,1,4,40,19,4,40,0.713631801834698,18.4759885794225,19.1896203812572
13_109,ITA_2023_1,1,5,102,20,5,102,1.43398112436129,18.4759885794225,19.9099697037838
13_139,ITA_2023_1,1,4,71,20,4,71,1.5962511917635,18.5189952365813,20.1152464283448
13_139,ITA_2023_1,1,8,118,20,8,118,0.712281155337958,18.5189952365813,19.2312763919192
13_32,ITA_2023_1,1,4,85,20,4,85,1.45175091105986,18.5749325569,20.0266834679599
13_32,ITA_2023_1,1,8,67,20,8,67,1.0660839437785,18.5749325569,19.6410165006785
13_35,ITA_2023_1,1,4,66,20,4,66,1.73617792646598,18.3660301674613,20.1022080939273
13_38,ITA_2023_1,1,5,110,20,5,110,1.32154423218823,18.6357752692355,19.9573195014238
13_38,ITA_2023_1,1,4,75,20,4,75,1.42394779672929,18.6357752692355,20.0597230659648
130,ITA_2023_1,1,5,119,10,5,119,-5.53046070111332,15.4858275193684,9.95536681825508
130,ITA_2023_1,1,4,108,12,4,108,-3.51031017155723,15.4858275193684,11.9755173478112
131,ITA_2023_1,1,2,39,20,2,39,2.36001225572671,17.9988009473087,20.3588132030354
131,ITA_2023_1,1,8,3,16,8,3,-1.99790795763961,17.9988009473087,16.0008929896691
135,ITA_2023_1,1,9,28,20,9,28,1.61359564804907,18.3332693360344,19.9468649840834
140,ITA_2023_1,1,1,86,20,1,86,2.09557808867618,18.462081964516,20.5576600531921
141,ITA_2023_1,1,6,28,19,6,28,1.50086946397194,17.5157808721807,19.0166503361527
141,ITA_2023_1,1,1,66,14,1,66,-2.94609723748609,17.5157808721807,14.5696836346947
1446,ITA_2023_1,1,6,5,20,6,5,1.69397153186729,18.354750261455,20.0487217933223
1448,ITA_2023_1,1,6,127,15,6,127,-3.19053404873059,17.7801866499416,14.589652601211
1448,ITA_2023_1,1,1,126,20,1,126,2.734642053729,17.7801866499416,20.5148287036706
1478,ITA_2023_1,1,7,113,20,7,113,3.55427845893179,15.9701063465018,19.5243848054336
1478,ITA_2023_1,1,5,55,5,5,55,-10.7830073463002,15.9701063465018,5.18709900020164
149,ITA_2023_1,1,2,3,20,2,3,1.68624867112063,18.6910352760466,20.3772839471673
149,ITA_2023_1,1,9,10,20,9,10,1.26601153934744,18.6910352760466,19.9570468153941
15,ITA_2023_1,1,4,44,18,4,44,0.185564623942174,17.9516196860406,18.1371843099827
152,ITA_2023_1,1,7,75,20,7,75,2.53299998354603,17.2109256036682,19.7439255872142
152,ITA_2023_1,1,5,81,12,5,81,-5.11891472298677,17.2109256036682,12.0920108806814
163,ITA_2023_1,1,5,19,9,5,19,-6.80032701554011,16.0845992543448,9.28427223880468
167,ITA_2023_1,1,3,125,5,3,125,-10.0872624596509,15.2061465172401,5.11888405758917
17,ITA_2023_1,1,7,66,20,7,66,1.50917073536494,18.3053611668813,19.8145319022463
170,ITA_2023_1,1,1,123,20,1,123,1.8025298528831,18.695227170231,20.4977570231141
170,ITA_2023_1,1,5,130,20,5,130,1.16541530566524,18.695227170231,19.8606424758962
173,ITA_2023_1,1,9,16,20,9,16,2.4640795422358,17.4526594129591,19.9167389551949
173,ITA_2023_1,1,2,5,13,2,5,-4.14549095185924,17.4526594129591,13.3071684610999
1870,ITA_2023_1,1,6,79,20,6,79,1.16387672268263,18.5925069245839,19.7563836472665
1870,ITA_2023_1,1,4,97,20,4,97,1.4197167206464,18.5925069245839,20.0122236452302
1889,ITA_2023_1,1,9,80,10,9,80,-7.30665755434657,16.8889935014147,9.58233594706813
1889,ITA_2023_1,1,2,64,20,2,64,3.51615889957553,16.8889935014147,20.4051524009902
1900,ITA_2023_1,1,1,80,20,1,80,1.90445050372141,18.6781010200304,20.5825515237518
1900,ITA_2023_1,1,6,117,20,6,117,0.999413176407106,18.6781010200304,19.6775141964375
1901,ITA_2023_1,1,9,53,15,9,53,-1.27651109968822,16.0554197997793,14.7789087000911
1901,ITA_2023_1,1,2,71,10,2,71,-5.63299763889756,16.0554197997793,10.4224221608817
1935,ITA_2023_1,1,9,68,20,9,68,1.41484926028717,18.2801532005678,19.695002460855
1951,ITA_2023_1,1,5,63,15,5,63,-2.17030242745751,17.3220004267805,15.1516979993229
1952,ITA_2023_1,1,9,2,20,9,2,1.6632842300687,18.346548900425,20.0098331304937
1962,ITA_2023_1,1,6,17,17,6,17,1.4089875327595,15.6030594900423,17.0120470228018
1962,ITA_2023_1,1,1,67,5,1,67,-10.0111076922897,15.6030594900423,5.59195179775266
1988,ITA_2023_1,1,9,61,7,9,61,-8.75747560488223,15.5615398379183,6.80406423303607
1989,ITA_2023_1,1,9,62,18,9,62,-0.132914394472028,17.8665043041922,17.7335899097202
1991,ITA_2023_1,1,2,125,20,2,125,1.91128419453975,18.4128283425667,20.3241125371065
1997,ITA_2023_1,1,2,18,20,2,18,1.91074375127694,18.4126839059413,20.3234276572182
200,ITA_2023_1,1,5,114,19,5,114,0.333552813692432,18.5617502289669,18.8953030426593
200,ITA_2023_1,1,9,133,20,9,133,0.489643594820894,18.5617502289669,19.0513938237878
200,ITA_2023_1,1,3,4,20,3,4,1.64531369715042,18.5617502289669,20.2070639261173
2003,ITA_2023_1,1,6,8,19,6,8,0.934752452736078,18.1518445185631,19.0865969712992
2013,ITA_2023_1,1,3,9,6,3,9,-7.50661148975,13.8034281846,6.29681669484996
2013,ITA_2023_1,1,5,117,6,5,117,-7.82924820332219,13.8034281846,5.97417998127776
202,ITA_2023_1,1,1,117,4,1,117,-10.5108223351299,15.0929476612635,4.58212532613362
2026,ITA_2023_1,1,5,129,20,5,129,1.51213923477123,18.3061545157234,19.8182937504946
203,ITA_2023_1,1,1,32,20,1,32,2.02748760425332,18.4438843839948,20.4713719882481
204,ITA_2023_1,1,1,108,20,1,108,1.92563085298158,18.5822892113528,20.5079200643344
204,ITA_2023_1,1,9,116,20,9,116,0.619730637325691,18.5822892113528,19.2020198486785
2046,ITA_2023_1,1,9,72,20,9,72,0.985004013733931,18.6290357128193,19.6140397265532
2046,ITA_2023_1,1,2,74,20,2,74,1.73527039569591,18.6290357128193,20.3643061085152
2050,ITA_2023_1,1,2,122,20,2,122,2.12796154743226,18.160701824669,20.2886633721012
2050,ITA_2023_1,1,5,91,17,5,91,-1.1600674216739,18.160701824669,17.0006344029951
2055,ITA_2023_1,1,8,46,16,8,46,-1.65805298149493,17.4589020896021,15.8008491081072
206,ITA_2023_1,1,2,32,20,2,32,1.92329433610871,18.4160381232009,20.3393324593096
2061,ITA_2023_1,1,2,87,20,2,87,1.77804984629386,18.6958257121417,20.4738755584356
2061,ITA_2023_1,1,9,27,20,9,27,1.19213489617077,18.6958257121417,19.8879606083125
216,ITA_2023_1,1,2,12,20,2,12,1.67592791769768,18.6704683714877,20.3463962891854
216,ITA_2023_1,1,9,25,20,9,25,1.19937643081554,18.6704683714877,19.8698448023032
241,ITA_2023_1,1,6,83,20,6,83,1.17846456433342,18.6215745675153,19.8000391318487
241,ITA_2023_1,1,3,107,20,3,107,1.51389223277949,18.6215745675153,20.1354668002948
2410,ITA_2023_1,1,3,93,20,3,93,1.5778768098696,18.6568001717602,20.2346769816298
2410,ITA_2023_1,1,6,76,20,6,76,1.24628478702601,18.6568001717602,19.9030849587862
2422,ITA_2023_1,1,5,82,20,5,82,1.44741585742679,18.6131146322284,20.0605304896551
2422,ITA_2023_1,1,7,64,20,7,64,1.21328612210176,18.6131146322284,19.8264007543301
2443,ITA_2023_1,1,2,103,5,2,103,-9.85219593707455,15.2689694213312,5.41677348425662
249,ITA_2023_1,1,6,19,20,6,19,4.83420981054015,15.2432005630113,20.0774103735515
249,ITA_2023_1,1,9,37,5,9,37,-10.3633267033203,15.2432005630113,4.87987385969098
249,ITA_2023_1,1,1,61,5,1,61,-9.5931692267733,15.2432005630113,5.65003133623802
249,ITA_2023_1,1,2,19,20,2,19,5.17366999936817,15.2432005630113,20.4168705623795
25,ITA_2023_1,1,2,104,6,2,104,-7.7528198841032,14.1705874179186,6.41776753381542
25,ITA_2023_1,1,9,38,8,9,38,-6.20922805262421,14.1705874179186,7.96135936529441
261,ITA_2023_1,1,1,120,20,1,120,1.78117684117344,18.6903777264615,20.471554567635
261,ITA_2023_1,1,7,57,20,7,57,1.16862299442615,18.6903777264615,19.8590007208877
2652,ITA_2023_1,1,4,26,8,4,26,-7.61838834026411,15.8659675768925,8.2475792366284
2671,ITA_2023_1,1,2,68,19,2,68,1.20548258625514,18.2241987314311,19.4296813176862
2720,ITA_2023_1,1,8,90,20,8,90,3.13439286675709,16.2956448436475,19.4300377104046
2720,ITA_2023_1,1,4,87,7,4,87,-9.14504367263704,16.2956448436475,7.15060117101048
2722,ITA_2023_1,1,5,47,10,5,47,-6.78549727773444,16.9178980510276,10.1324007732931
2722,ITA_2023_1,1,5,86,20,5,86,3.10315172512322,16.9178980510276,20.0210497761508
2732,ITA_2023_1,1,5,67,19,5,67,0.651430911490877,18.4463851063414,19.0978160178322
2732,ITA_2023_1,1,7,67,20,7,67,1.38541372765976,18.4463851063414,19.8317988340011
2762,ITA_2023_1,1,9,109,20,9,109,1.13306587798473,18.2048449422637,19.3379108202484
2779,ITA_2023_1,1,1,85,13,1,85,-3.45670935862209,16.9782006446044,13.5214912859824
2785,ITA_2023_1,1,8,10,20,8,10,1.57814474741764,18.3237948753332,19.9019396227508
2794,ITA_2023_1,1,9,49,20,9,49,1.4625619185558,18.2929046877702,19.755466606326
2796,ITA_2023_1,1,9,112,20,9,112,2.59257373426862,16.6879731507065,19.2805468849751
2796,ITA_2023_1,1,1,88,9,1,88,-7.1352368343439,16.6879731507065,9.55273631636259
2802,ITA_2023_1,1,8,99,20,8,99,1.17123430607503,18.2150456780849,19.3862799841599
2810,ITA_2023_1,1,9,106,20,9,106,1.10604050975755,18.1976222544153,19.3036627641729
2813,ITA_2023_1,1,6,82,20,6,82,1.49005377247586,18.3002520466505,19.7903058191263
2820,ITA_2023_1,1,1,97,20,1,97,1.87362214212663,18.6514963510592,20.5251184931859
2820,ITA_2023_1,1,9,75,20,9,75,0.930693974739427,18.6514963510592,19.5821903257987
2823,ITA_2023_1,1,7,68,6,7,68,-10.3257278565449,16.1580893226168,5.83236146607187
2823,ITA_2023_1,1,4,102,20,4,102,3.80038104197655,16.1580893226168,19.9584703645933
2830,ITA_2023_1,1,2,54,5,2,54,-8.00008666085956,13.4263441731998,5.42625751234029
2830,ITA_2023_1,1,9,70,5,9,70,-8.74672065651355,13.4263441731998,4.6796235166863
2831,ITA_2023_1,1,2,121,17,2,121,-0.807050014141566,18.1018750463605,17.2948250322189
2831,ITA_2023_1,1,7,92,20,7,92,1.55483005234838,18.1018750463605,19.6567050987089
2836,ITA_2023_1,1,9,31,12,9,31,-2.96652792671903,14.8471356675852,11.8806077408662
2836,ITA_2023_1,1,2,9,6,2,9,-8.46405721462836,14.8471356675852,6.38307845295684
2847,ITA_2023_1,1,8,13,20,8,13,1.58230421849599,18.3249065183258,19.9072107368218
2848,ITA_2023_1,1,9,90,20,9,90,1.21173006581727,18.2258684069129,19.4375984727302
2850,ITA_2023_1,1,7,21,20,7,21,1.48076944161071,18.5688339465794,20.0496033881902
2850,ITA_2023_1,1,9,74,20,9,74,1.01424604278702,18.5688339465794,19.5830799893665
2855,ITA_2023_1,1,8,126,5,8,126,-10.8076408022586,15.0136211885336,4.20598038627501
2856,ITA_2023_1,1,7,8,19,7,8,0.96618105846537,18.1602439974077,19.126425055873
286,ITA_2023_1,1,1,57,20,1,57,2.10160676101495,18.4636931624866,20.5652999235015
2862,ITA_2023_1,1,2,48,20,2,48,1.76390095018855,18.6968956439477,20.4607965941362
2862,ITA_2023_1,1,8,6,20,8,6,1.21028719123787,18.6968956439477,19.9071828351855
2865,ITA_2023_1,1,1,122,20,1,122,2.03413411414424,18.4456607026677,20.4797948168119
2872,ITA_2023_1,1,1,73,20,1,73,1.81677305676297,18.7327413543153,20.5495144110783
2872,ITA_2023_1,1,7,16,20,7,16,1.29154015588257,18.7327413543153,20.0242815101979
290,ITA_2023_1,1,6,87,16,6,87,-2.16372141849254,17.9993931472761,15.8356717287835
290,ITA_2023_1,1,1,56,20,1,56,2.52804157063813,17.9993931472761,20.5274347179142
2971,ITA_2023_1,1,9,64,20,9,64,1.41972118640061,18.2814552513389,19.7011764377395
2974,ITA_2023_1,1,9,40,6,9,40,-9.34085823886373,15.2331119752699,5.89225373640618
2974,ITA_2023_1,1,1,62,14,1,62,-0.645506681259962,15.2331119752699,14.5876052940099
2975,ITA_2023_1,1,1,50,20,1,50,1.84208730258445,18.7307868769597,20.5728741795442
2975,ITA_2023_1,1,6,18,20,6,18,1.25891277797836,18.7307868769597,19.9896996549381
2980,ITA_2023_1,1,1,89,20,1,89,1.8264441010499,18.7106775546731,20.537121655723
2980,ITA_2023_1,1,7,50,20,7,50,1.19931226816779,18.7106775546731,19.9099898228408
2990,ITA_2023_1,1,2,56,20,2,56,1.94387330747107,18.4215379737539,20.365411281225
2992,ITA_2023_1,1,9,36,20,9,36,1.55096988179203,18.3165322334301,19.8675021152221
2997,ITA_2023_1,1,9,97,20,9,97,1.16886964769987,18.2144137092929,19.3832833569928
30,ITA_2023_1,1,4,131,19,4,131,0.781923888905734,18.1110001903165,18.8929240792223
3010,ITA_2023_1,1,5,58,20,5,58,1.74888330195117,18.3694257534291,20.1183090553802
3013,ITA_2023_1,1,7,115,20,7,115,1.28086638611646,18.2443454931937,19.5252118793102
3042,ITA_2023_1,1,9,103,14,9,103,-3.54811009433298,16.9537732629829,13.4056631686499
3062,ITA_2023_1,1,1,110,16,1,110,-1.06931745326271,17.6162451056121,16.5469276523493
3173,ITA_2023_1,1,7,123,17,7,123,-1.54040727585452,18.0361403760026,16.4957331001481
3173,ITA_2023_1,1,3,120,20,3,120,2.0422257400574,18.0361403760026,20.07836611606
3190,ITA_2023_1,1,8,5,20,8,5,1.59109054801642,18.3272547163198,19.9183452643363
32,ITA_2023_1,1,6,34,20,6,34,1.59836802641253,18.329199665019,19.9275676914315
327,ITA_2023_1,1,4,52,9,4,52,-7.52017174906914,16.6525090960415,9.13233734697234
327,ITA_2023_1,1,7,126,20,7,126,2.84481163144627,16.6525090960415,19.4973207274877
330,ITA_2023_1,1,1,53,20,1,53,1.95282078964786,18.6079434119743,20.5607642016222
330,ITA_2023_1,1,9,102,20,9,102,0.688531865296373,18.6079434119743,19.2964752772707
333,ITA_2023_1,1,9,14,12,9,14,-5.27510902704349,17.2998546214071,12.0247455943636
333,ITA_2023_1,1,2,10,20,2,10,3.02194291262176,17.2998546214071,20.3217975340288
334,ITA_2023_1,1,9,60,20,9,60,0.789205708780372,19.0194629218876,19.8086686306679
334,ITA_2023_1,1,9,18,20,9,18,0.897320447243292,19.0194629218876,19.9167833691308
334,ITA_2023_1,1,2,29,20,2,29,1.34200469812331,19.0194629218876,20.3614676200109
334,ITA_2023_1,1,5,31,20,5,31,1.152617860327,19.0194629218876,20.1720807822146
338,ITA_2023_1,1,5,128,18,5,128,-0.0374696777788088,17.8920124634022,17.8545427856234
353,ITA_2023_1,1,2,85,20,2,85,1.67791410914499,18.6700001173189,20.3479142264639
353,ITA_2023_1,1,9,41,20,9,41,1.1956381573733,18.6700001173189,19.8656382746922
366,ITA_2023_1,1,7,38,12,7,38,-4.61887911608311,16.6676039743075,12.0487248582244
37,ITA_2023_1,1,6,35,20,6,35,1.61735402043117,18.3342737830526,19.9516278034838
378,ITA_2023_1,1,9,114,20,9,114,1.03466112160713,18.1785456951218,19.2132068167289
40,ITA_2023_1,1,6,25,20,6,25,2.8614275396262,17.0787478924717,19.9401754320979
40,ITA_2023_1,1,9,22,20,9,22,2.82124486574335,17.0787478924717,19.899992758215
40,ITA_2023_1,1,7,3,5,7,3,-11.9049204098696,17.0787478924717,5.17382748260204
40,ITA_2023_1,1,4,2,20,4,2,3.14175958396947,17.0787478924717,20.2205074764411
405,ITA_2023_1,1,4,125,20,4,125,1.33588547963677,18.6192572181223,19.9551426977591
405,ITA_2023_1,1,7,48,20,7,48,1.34780041517888,18.6192572181223,19.9670576333012
409,ITA_2023_1,1,7,43,20,7,43,1.58172239595009,18.3247510228448,19.9064734187949
410,ITA_2023_1,1,4,6,20,4,6,3.93349285990243,16.2444072295318,20.1779000894343
410,ITA_2023_1,1,7,19,6,7,19,-10.1358611285381,16.2444072295318,6.10854610099376
424,ITA_2023_1,1,5,40,20,5,40,4.34775717022867,15.8496771991852,20.1974343694139
424,ITA_2023_1,1,6,81,4,6,81,-12.0270997515378,15.8496771991852,3.82257744764738
435,ITA_2023_1,1,7,91,20,7,91,1.02743007935254,18.6577592558652,19.6851893352177
435,ITA_2023_1,1,1,129,20,1,129,1.80032015402341,18.6577592558652,20.4580794098886
447,ITA_2023_1,1,4,124,15,4,124,-1.54271040746011,16.4800969153905,14.9373865079304
447,ITA_2023_1,1,7,100,13,7,100,-3.77777002642002,16.4800969153905,12.7023268889705
45,ITA_2023_1,1,5,96,19,5,96,0.499103242321109,18.4821142949473,18.9812175372684
45,ITA_2023_1,1,4,22,20,4,22,1.67143047474764,18.4821142949473,20.1535447696949
457,ITA_2023_1,1,4,34,20,4,34,1.76438424785219,18.373568471954,20.1379527198062
465,ITA_2023_1,1,6,27,10,6,27,-6.26877727806484,16.226659033045,9.95788175498019
472,ITA_2023_1,1,2,25,20,2,25,1.65516588575127,18.6588110571649,20.3139769429162
472,ITA_2023_1,1,9,33,20,9,33,1.17651990707628,18.6588110571649,19.8353309642412
473,ITA_2023_1,1,7,109,7,7,109,-8.88324043713828,15.5279284503491,6.64468801321085
483,ITA_2023_1,1,9,66,19,9,66,0.205960007892735,18.4774513098504,18.6834113177431
483,ITA_2023_1,1,2,67,20,2,67,1.9471260647634,18.4774513098504,20.4245773746138
488,ITA_2023_1,1,1,82,17,1,82,-0.246749211241227,17.8360812830928,17.5893320718515
489,ITA_2023_1,1,8,14,6,8,14,-9.41905201659189,15.384729669434,5.96567765284212
491,ITA_2023_1,1,6,33,20,6,33,1.58080784239981,18.3245066030553,19.9053144454551
50,ITA_2023_1,1,9,11,20,9,11,1.2741946433305,18.6867452278966,19.9609398712271
50,ITA_2023_1,1,2,49,20,2,49,1.66201335314162,18.6867452278966,20.3487585810382
508,ITA_2023_1,1,7,63,13,7,63,-3.95216830554203,16.845786340933,12.893618035391
515,ITA_2023_1,1,5,65,14,5,65,-3.00378967393049,17.0992460814471,14.0954564075166
52,ITA_2023_1,1,9,50,5,9,50,-10.3271217959955,15.1420427056154,4.81492090961989
522,ITA_2023_1,1,6,32,20,6,32,1.22070301999762,18.7047387386218,19.9254417586194
522,ITA_2023_1,1,1,115,20,1,115,1.78283188624273,18.7047387386218,20.4875706248645
526,ITA_2023_1,1,8,100,7,8,100,-9.03696600542655,15.4868443924107,6.44987838698413
533,ITA_2023_1,1,2,57,16,2,57,-0.833122725546716,17.2357891657416,16.4026664401949
533,ITA_2023_1,1,9,78,16,9,78,-1.65975920746742,17.2357891657416,15.5760299582742
546,ITA_2023_1,1,9,34,18,9,34,1.27165248737332,16.5856786383858,17.8573311257591
546,ITA_2023_1,1,2,78,10,2,78,-6.19707432230467,16.5856786383858,10.3886043160811
548,ITA_2023_1,1,4,33,20,4,33,1.74505648697536,18.368403014727,20.1134595017024
549,ITA_2023_1,1,9,123,18,9,123,-0.598351779641167,17.7421134386262,17.143761658985
560,ITA_2023_1,1,6,36,8,6,36,-8.42762745054654,16.3661292634453,7.93850181289877
560,ITA_2023_1,1,9,131,20,9,131,2.68071051207364,16.3661292634453,19.0468397755189
562,ITA_2023_1,1,9,132,20,9,132,0.380458812885092,18.6811589717416,19.0616177846267
562,ITA_2023_1,1,6,86,20,6,86,1.06666976464845,18.6811589717416,19.7478287363901
562,ITA_2023_1,1,4,50,20,4,50,1.46817714089901,18.6811589717416,20.1493361126406
564,ITA_2023_1,1,1,51,20,1,51,2.06731932624477,18.454529644847,20.5218489710918
565,ITA_2023_1,1,1,48,7,1,48,-7.46118175438013,15.0777491823594,7.61656742797929
565,ITA_2023_1,1,6,22,12,6,22,-3.10650922819817,15.0777491823594,11.9712399541613
567,ITA_2023_1,1,5,118,20,5,118,1.55995930671406,18.3189347098589,19.878894016573
57,ITA_2023_1,1,1,52,20,1,52,2.09972669565583,18.4631907040146,20.5629173996705
570,ITA_2023_1,1,1,47,20,1,47,2.08572550647627,18.4594488042522,20.5451743107284
575,ITA_2023_1,1,6,3,20,6,3,1.75857978849974,18.3720171962163,20.1305969847161
587,ITA_2023_1,1,7,59,20,7,59,1.2083406753549,18.6223890133927,19.8307296887476
587,ITA_2023_1,1,5,62,20,5,62,1.48706356063396,18.6223890133927,20.1094525740267
592,ITA_2023_1,1,1,78,19,1,78,2.94502238070764,16.6147911953781,19.5598135760857
592,ITA_2023_1,1,7,62,9,7,62,-7.7615128054392,16.6147911953781,8.85327838993886
6,ITA_2023_1,1,4,76,3,4,76,-10.6392745508935,13.8410332586967,3.20175870780318
6,ITA_2023_1,1,4,80,7,4,80,-6.7467013077172,13.8410332586967,7.09433195097953
6,ITA_2023_1,1,6,4,16,6,4,2.190824305779,13.8410332586967,16.0318575644757
601,ITA_2023_1,1,2,69,14,2,69,-0.779804856306047,15.1572530134035,14.3774481570975
601,ITA_2023_1,1,7,112,6,7,112,-9.55907488169758,15.1572530134035,5.59817813170592
601,ITA_2023_1,1,2,27,20,2,27,5.1858810315399,15.1572530134035,20.3431340449434
601,ITA_2023_1,1,9,85,19,9,85,3.32264908664469,15.1572530134035,18.4799021000482
601,ITA_2023_1,1,9,76,7,9,76,-8.43985926820443,15.1572530134035,6.71739374519907
61,ITA_2023_1,1,6,113,20,6,113,2.40357035005921,17.1836463774355,19.5872167274947
61,ITA_2023_1,1,9,127,10,9,127,-8.03649674794904,17.1836463774355,9.14714962948643
