trait,mean_used_for_outliers_detection,standard_deviation_used_for_outliers_detection
Harvest_date,,
Fruit_weight,,
Fruit_number,,
Fruit_weight_single,,
Color_over,,
Russet_freq_all,,
Trunk_diameter,,
Trunk_increment,,
Flowering_intensity,,
Flowering_begin,,
Flowering_full,,
Flowering_end,,
Scab,,
Powdery_mildew,,
Scab_fruits,,
Weight_sample,,
Sample_size,,
