trait,mean_used_for_outliers_detection,standard_deviation_used_for_outliers_detection
Harvest_date,260,9.2
Fruit_weight,1.9,0.35
Fruit_number,9,2
Fruit_weight_single,210,14
Color_over,3.8,0.38
Russet_freq_all,12,6.5
Trunk_diameter,15,2.2
Trunk_increment,2.7,1.3
Flowering_intensity,13,5.2
Flowering_begin,110,1.2
Flowering_full,110,2.9
Flowering_end,110,0.23
Scab,5.7,1.7
Powdery_mildew,6.8,0.25
Scab_fruits,1.6,0.033
Weight_sample,1.7,0.32
Sample_size,8.4,1.7
