trait,mean_used_for_outliers_detection,standard_deviation_used_for_outliers_detection
Harvest_date,260,15
Fruit_weight,2.7,1.3
Fruit_number,17,10
Fruit_weight_single,170,51
Color_over,2.8,1.4
Russet_freq_all,36,24
Trunk_diameter,27,3.4
Trunk_increment,3.3,1.3
Flowering_intensity,20,13
Flowering_begin,100,1.9
Flowering_full,110,2.5
Flowering_end,110,1.8
Scab,6.2,1.3
Powdery_mildew,5.6,2
Scab_fruits,1.5,0.1
Weight_sample,2.2,0.92
Sample_size,13,5.1
