trait,mean_used_for_outliers_detection,standard_deviation_used_for_outliers_detection
Harvest_date,260,
Fruit_weight,3.1,
Fruit_number,15,1.2e-06
Fruit_weight_single,210,
Color_over,4,3.2e-07
Russet_freq_all,32,
Trunk_diameter,25,
Trunk_increment,2.6,3.8e-07
Flowering_intensity,11,
Flowering_begin,100,6.8e-06
Flowering_full,110,
Flowering_end,110,9.2e-06
Scab,5,6.7e-07
Powdery_mildew,6.5,6.4e-07
Scab_fruits,1.5,
Weight_sample,2.9,
Sample_size,14,1.3e-06
