trait,mean_used_for_outliers_detection,standard_deviation_used_for_outliers_detection
Harvest_date,270,21
Fruit_weight,5.9,1.9
Fruit_number,37,11
Fruit_weight_single,160,29
Color_over,1.7,1.6
Russet_freq_all,94,2.3
Trunk_diameter,36,6.7
Trunk_increment,7.7,4.5
Flowering_intensity,59,29
Flowering_begin,120,2.3
Flowering_full,96,2.8
Flowering_end,100,3.3
Scab,1.1,0.4
Powdery_mildew,1,0.058
Scab_fruits,0.58,0.42
Weight_sample,3.2,0.58
Sample_size,19,1
